id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y,
10,tt0002445,quo vadis?,quo vadis?,1913,01/03/1913,"drama, history",120,italy,italian,enrico guazzoni,"henryk sienkiewicz, enrico guazzoni",società italiana cines,"amleto novelli, gustavo serena, carlo cattaneo, amelia cattaneo, lea giunchi, bruto castellani, augusto mastripietri, cesare moltini, olga brandini, ignazio lupi, giovanni gizzi, lia orlandini, matilde guillaume, ida carloni talli, giuseppe gambardella",an epic italian film "quo vadis" influenced many of the later movies.,6.2,241,itl 45000,,,,6,4,"amleto novelli, gustavo serena, carlo cattaneo, amelia","cattaneo, lea giunchi, bruto castellani, augusto mastripietri, cesare moltini, olga brandini, ignazio lupi, giovanni gizzi, lia orlandini, matilde guillaume, ida carlo","ni talli, giuseppe gambardella"
11,tt0002646,atlantis,atlantis,1913,26/12/1913,drama,121,denmark,danish,august blom,"axel garde, gerhart hauptmann",nordisk film,"olaf fønss, ida orloff, ebba thomsen, carl lauritzen, frederik jacobsen, charles unthan, torben meyer, svend bille, oluf billesborg, maja bjerre-lind, cajus bruun, michael curtiz, marie dinesen, vera esbøll, lily frederiksen","after dr. friedrich's wife becomes mentally unstable and his research papers are rejected, he leaves the country to respite.",6.7,310,,,,,9,9,"olaf fønss, ida orloff, ebba thomsen, carl lauritzen",", frederik jacobsen, charles unthan, torben meyer, svend bille, oluf billesborg, maja bjerre-lind, cajus bruun, michael curtiz, marie dinesen, vera esbøll, lily fred",eriksen
12,tt0002844,fantômas - à l'ombre de la guillotine,fantômas - à l'ombre de la guillotine,1913,12/05/1913,"crime, drama",54,france,french,louis feuillade,"marcel allain, louis feuillade",société des etablissements l. gaumont,"rené navarre, edmund breon, georges melchior, renée carl, jane faber, andré volbert, naudier, maillard, yvette andréyor, andré luguet",inspector juve is tasked to investigate and capture an infamous criminal fantomas.,7,1853,,,,,9,29,"rené navarre, edmund breon, georges melchior, rené","e carl, jane faber, andré volbert, naudier, maillard, yvette andréyor, andré luguet",
13,tt0003014,ingeborg holm,ingeborg holm,1913,27/10/1913,drama,96,sweden,,victor sjöström,nils krok,svenska biografteatern ab,"hilda borgström, aron lindgren, erik lindholm, georg grönroos, william larsson, richard lund, carl barcklind, hugo björne, bertil malmstedt",single mother is separated from her children due to financial struggles.,7.1,888,,,,,16,7,"hilda borgström, aron lindgren, erik lindholm, geor","g grönroos, william larsson, richard lund, carl barcklind, hugo björne, bertil malmstedt",
14,tt0003037,juve contre fantômas,juve contre fantômas,1913,08/09/1913,"crime, drama",61,france,french,louis feuillade,"marcel allain, louis feuillade",société des etablissements l. gaumont,"rené navarre, edmund breon, georges melchior, renée carl, yvette andréyor, laurent morléas","in part two of louis feuillade's 5 1/2-hour epic follows fantã'mas, the criminal lord of paris, master of disguise, the creeping assassin in black, as he is pursued by the equally resourceful inspector juve.",7,1295,,,,,8,22,"rené navarre, edmund breon, georges melchior, rené","e carl, yvette andréyor, laurent morléas",
15,tt0003165,le mort qui tue,le mort qui tue,1913,06/11/1913,"crime, drama, mystery",90,france,french,louis feuillade,"marcel allain, louis feuillade",société des etablissements l. gaumont,"rené navarre, edmund breon, georges melchior, andré luguet, luitz-morat, naudier, armand dutertre, renée carl, fabienne fabrèges, jane faber, marie dorly","after a body disappears from inside the prison, a series of crimes take place, all seemingly by the dead man. with juve presumed dead, fandor must investigate alone. will fantomas finally be brought to justice?",7,1000,,,,,6,17,"rené navarre, edmund breon, georges melchior, andr","é luguet, luitz-morat, naudier, armand dutertre, renée carl, fabienne fabrèges, jane faber, marie dorly",
16,tt0003419,der student von prag,der student von prag,1913,22/08/1913,"drama, fantasy, horror",85,germany,"german, english","paul wegener, stellan rye","hanns heinz ewers, hanns heinz ewers",deutsche bioscop gmbh,"paul wegener, grete berger, lyda salmonova, john gottowt, lothar körner, fritz weidemann","balduin, a student of prague, leaves his roystering companions in the beer garden, when he finds he has reached the end of his resources. he is scarcely seated in a quiet corner when a ...",6.5,1645,,,,,19,26,"paul wegener, grete berger, lyda salmonova, john go","ttowt, lothar körner, fritz weidemann",
17,tt0003471,traffic in souls,traffic in souls,1913,24/11/1913,"crime, drama",88,usa,english,george loane tucker,,independent moving pictures co. of america (imp),"jane gail, ethel grandin, william h. turner, matt moore, william welsh, millie liston, irene wallace, william cavanaugh, arthur hunter, howard crampton, w.h. bainbridge, luray huntley, william powers, jack poulton, edward boring","a woman, with the aid of her police officer sweetheart, endeavors to uncover the prostitution ring that has kidnapped her sister, and the philanthropist who secretly runs it.",6.1,527,$ 5700,,,,13,10,"jane gail, ethel grandin, william h. turner, matt","moore, william welsh, millie liston, irene wallace, william cavanaugh, arthur hunter, howard crampton, w.h. bainbridge, luray huntley, william powers, jack p","oulton, edward boring"
18,tt0003489,gli ultimi giorni di pompei,gli ultimi giorni di pompei,1913,24/08/1913,"adventure, drama",88,italy,italian,"mario caserini, eleuterio rodolfi","edward george bulwer-lytton, mario caserini",società anonima ambrosio,"fernanda negri pouget, eugenia tettoni fior, ubaldo stefani, antonio grisanti, cesare gani carini, vitale di stefano, maria brioschi, carlo campogalliani, ersilia scalpellini, ercole vaser, cesare zocchi",two love triangles intersect in ancient pompei.,6.2,458,,,,,12,7,"fernanda negri pouget, eugenia tettoni fior, ubald","o stefani, antonio grisanti, cesare gani carini, vitale di stefano, maria brioschi, carlo campogalliani, ersilia scalpellini, ercole vaser, cesare zocchi",
19,tt0003883,l'enfant de paris,l'enfant de paris,1913,17/09/1913,"crime, drama",100,france,french,léonce perret,léonce perret,société des etablissements l. gaumont,"léonce perret, louis leubas, maurice lagrenée, émile keppens, marc gérard, henri duval, marie dorly, suzanne le bret, jeanne marie-laurent, adrien petit, suzanne privat","the young daughter of an army captain missing in action runs away from school and is kidnapped by parisian lowlifes. when the kidnapper flees to nice with the child, the kind-hearted employee of one of his accomplices sets off in pursuit.",7.6,279,,,,,7,4,"léonce perret, louis leubas, maurice lagrenée, émil","e keppens, marc gérard, henri duval, marie dorly, suzanne le bret, jeanne marie-laurent, adrien petit, suzanne privat",
20,tt0310692,le avventure straordinarissime di saturnino farandola,le avventure straordinarissime di saturnino farandola,1913,25/11/1913,adventure,77,italy,italian,"marcel perez, luigi maggi","albert robida, guido volante",società anonima ambrosio,"marcel perez, nilde baracchi, alfredo bertone, filippo castamagna, oreste grandi, luciano manara, felice minotti, armando pilotti, norina rasero, dario silvestri, luigi stinchi, vittorio tettoni","episode 2: ""zingo and the white elephant"" zingo and his wife, sari, who are returning from their adventures in mexico, when zingo learns from his newspaper that the royal elephant of siam ...",6.4,150,,,,,2,7,"marcel perez, nilde baracchi, alfredo bertone, filip","po castamagna, oreste grandi, luciano manara, felice minotti, armando pilotti, norina rasero, dario silvestri, luigi stinchi, vittorio tettoni",
21,tt0316241,a message from mars,a message from mars,1913,01/07/1913,"comedy, fantasy, sci-fi",69,uk,english,wallett waller,"richard ganthony, wallett waller",united kingdom photoplays,"crissie bell, e. holman clark, hubert willis, charles hawtrey, kate tyndall",a martian is sentenced to visit earth to cure a selfish man.,5.1,115,,,,,5,4,"crissie bell, e. holman clark, hubert willis, charl","es hawtrey, kate tyndall",
22,tt0368309,sumerki zhenskoy dushi,sumerki zhenskoy dushi,1913,26/11/1913,drama,48,russia,russian,yevgeny bauer,v. demert,,"nina chernova, a. ugrjumov, v. demert, v. brianski","a young, rich woman decides to dedicate her life to helping the poor, but a tragic incident changes her life.",6.7,521,,,,,10,8,"nina chernova, a. ugrjumov, v. demert, v. brianski",,
23,tt0003131,maudite soit la guerre,maudite soit la guerre,1914,01/05/1914,"drama, war",50,belgium,french,alfred machin,alfred machin,belge cinéma film,"baert, suzanne berni, fernand crommelynck, nadia d'angely, henri goidsen, albert hendrickx, maurice auzat, renée bailly, georges etienne, zizi festerat, lucien mussière, réginald, jane tony","an army pilot is on a visit at the home of another army pilot in the neighboured country. he falls in love with his sister. after the outbreak of a war between the two countries, her ...",6.7,112,,,,,2,2,"baert, suzanne berni, fernand crommelynck, nadia","d'angely, henri goidsen, albert hendrickx, maurice auzat, renée bailly, georges etienne, zizi festerat, lucien mussière, réginald, jane tony",
24,tt0003167,"home, sweet home","home, sweet home",1914,17/05/1914,drama,55,usa,english,d.w. griffith,"d.w. griffith, h.e. aitken",majestic motion picture company,"henry b. walthall, josephine crowell, lillian gish, dorothy gish, fay tincher, mae marsh, spottiswoode aitken, robert harron, miriam cooper, mary alden, donald crisp, james kirkwood, jack pickford, fred burns, courtenay foote","john howard payne at his most miserable point in life, writes a song which becomes popular and inspires other people at some point in their lives.",5.7,170,,,,,6,,"henry b. walthall, josephine crowell, lillian gish",", dorothy gish, fay tincher, mae marsh, spottiswoode aitken, robert harron, miriam cooper, mary alden, donald crisp, james kirkwood, jack pickford, fred burns, courten",ay foote
25,tt0003643,the avenging conscience: or 'thou shalt not kill',the avenging conscience: or 'thou shalt not kill',1914,24/08/1914,"crime, drama, horror",78,usa,english,d.w. griffith,"edgar allan poe, d.w. griffith",majestic motion picture company,"henry b. walthall, spottiswoode aitken, blanche sweet, george siegmann, ralph lewis, mae marsh, robert harron, george beranger","prevented from dating his sweetheart by his uncle, a young man turns his thoughts to murder.",6.5,1050,,,,,14,11,"henry b. walthall, spottiswoode aitken, blanche s","weet, george siegmann, ralph lewis, mae marsh, robert harron, george beranger",
26,tt0003657,the bargain,the bargain,1914,03/12/1914,western,70,usa,english,reginald barker,"william h. clifford, thomas h. ince",new york motion picture,"william s. hart, j. frank burke, clara williams, j. barney sherry, joseph j. dowling","after the bandit jim stokes robs the stage he is wounded fleeing. recuperating at a ranch, he falls in love with and marries the daughter. now wishing to go straight he tries to return the ...",6.6,121,,,,,8,3,"william s. hart, j. frank burke, clara williams, j.","barney sherry, joseph j. dowling",
27,tt0003740,cabiria,cabiria,1914,1914,"adventure, drama, history",148,italy,italian,giovanni pastrone,"gabriele d'annunzio, titus livius",itala film,"carolina catena, lidia quaranta, gina marangoni, dante testa, umberto mozzato, bartolomeo pagano, raffaele di napoli, emilio vardannes, edoardo davesnes, italia almirante-manzini, alex bernard, luigi chellini, vitale di stefano, enrico gemelli, ignazio lupi","three centuries before christus. young cabiria is kidnapped by some pirates during one eruption of the etna. she is sold as a slave in carthage, and as she is just going to be sacrificed to...",7.1,2838,$ 210000,,,,29,26,"carolina catena, lidia quaranta, gina marangoni, dan","te testa, umberto mozzato, bartolomeo pagano, raffaele di napoli, emilio vardannes, edoardo davesnes, italia almirante-manzini, alex bernard, luigi chellini, vitale di st","efano, enrico gemelli, ignazio lupi"
28,tt0003772,cinderella,cinderella,1914,28/12/1914,"fantasy, drama",52,usa,english,james kirkwood,charles perrault,famous players film company,"mary pickford, owen moore, isabel vernon, georgia wilson, lucille carney, w.n. cone, inez ranous","though mistreated by her cruel stepmother and stepsisters, cinderella is able to attend the royal ball through the help of a fairy godmother.",6.1,908,,,,,10,3,"mary pickford, owen moore, isabel vernon, georgia w","ilson, lucille carney, w.n. cone, inez ranous",
29,tt0003930,fantômas contre fantômas,fantômas contre fantômas,1914,10/01/1914,"crime, drama",59,france,french,louis feuillade,"marcel allain, louis feuillade",société des etablissements l. gaumont,"rené navarre, georges melchior, laurent morléas, renée carl, jane faber, yvette andréyor, edmund breon, naudier","the mystery of the drama is the appearance of the finger-print of a dead artist upon the neck of princess sonia danidoff, whom fantomas, as nanteuil, relieves of her pearl necklace, and ...",7,1112,,,,,5,17,"rené navarre, georges melchior, laurent morléas, ren","ée carl, jane faber, yvette andréyor, edmund breon, naudier",
30,tt0003952,le faux magistrat,le faux magistrat,1914,27/04/1914,"crime, drama",70,france,french,louis feuillade,"marcel allain, louis feuillade",société des etablissements l. gaumont,"rené navarre, edmund breon, georges melchior, mesnery, laurent morléas, jean-françois martial, germaine pelisse, suzanne le bret, jane faber, renée carl","having committed murder in belgium, fantomas is sentenced to life imprisonment. two crimes committed in france suggest to inspector juve that the fantomas gang is still at work. he ...",6.9,885,,,,,5,17,"rené navarre, edmund breon, georges melchior, mesn","ery, laurent morléas, jean-françois martial, germaine pelisse, suzanne le bret, jane faber, renée carl",
31,tt0003973,a florida enchantment,a florida enchantment,1914,04/09/1916,comedy,63,usa,english,sidney drew,"marguerite bertsch, archibald clavering gunter",vitagraph company of america,"sidney drew, edith storey, charles kent, mrs. sidney drew, ada gifford, ethel lloyd, lillian burns, grace stevens, allan campbell, cortland van deusen, frank o'neil","a young woman discovers a seed that can make women act like men and men act like women. she decides to take one, then slips one to her maid and another to her fiancé. the fun begins.",5.9,181,,,,,6,3,"sidney drew, edith storey, charles kent, mrs. sidney","drew, ada gifford, ethel lloyd, lillian burns, grace stevens, allan campbell, cortland van deusen, frank o'neil",
32,tt0004066,det hemmelighedsfulde x,det hemmelighedsfulde x,1914,23/03/1914,"drama, mystery",84,denmark,danish,benjamin christensen,"benjamin christensen, laurids skands",dansk biograf compagni,"benjamin christensen, karen caspersen, otto reinwald, fritz lamprecht, amanda lund, hermann spiro, bjørn spiro, holger bjerre, otto lagoni, charles løwaas, holger rasmussen, svend rindom, robert schmidt, finn wennerwald","on the brink of war, lt. van hauen is summoned to take command of the cruiser, but due to unforeseen events, he is wrongfully convicted as a traitor.",7,449,,,,,7,4,"benjamin christensen, karen caspersen, otto reinw","ald, fritz lamprecht, amanda lund, hermann spiro, bjørn spiro, holger bjerre, otto lagoni, charles løwaas, holger rasmussen, svend rindom, robert schmidt, finn w",ennerwald
33,tt0004099,"his majesty, the scarecrow of oz","his majesty, the scarecrow of oz",1914,14/10/1914,"family, fantasy, adventure",59,usa,english,j. farrell macdonald,"l. frank baum, l. frank baum",the oz film manufacturing company,"violet macmillan, frank moore, pierre couderc, fred woodward, raymond russell, arthur smollet, j. charles haydon, todd wright, vivian reed, mai wells, mildred harris, louise emmons, jacqueline lovell","a wicked king has taken over the emerald city, and wants his daughter, princess gloria, to marry the horrid courtier googly-goo, though she loves pon, the gardener's boy. the camera now ...",5.2,398,$ 23500,,,,11,7,"violet macmillan, frank moore, pierre couderc, fred w","oodward, raymond russell, arthur smollet, j. charles haydon, todd wright, vivian reed, mai wells, mildred harris, louise emmons, jacqueline lovell",
34,tt0004150,in the land of the head hunters,in the land of the head hunters,1914,07/12/1914,"drama, history",65,usa,english,edward s. curtis,edward s. curtis,seattle film co.,"stanley hunt, sarah constance smith hunt, mrs. george walkus, paddy 'malid, balutsa, kwagwanu, francine hunt, bob wilson, awidi, alfred charlie","in 1911, as part of his massive undertaking, famed northwest photographer edward s. curtis travelled to vancouver island, british columbia, to visit the kwakwaka'wakw. by the next year, ...",5.9,378,,,,,8,11,"stanley hunt, sarah constance smith hunt, mrs.","george walkus, paddy 'malid, balutsa, kwagwanu, francine hunt, bob wilson, awidi, alfred charlie",
35,tt0004181,judith of bethulia,judith of bethulia,1914,08/03/1914,drama,61,usa,english,d.w. griffith,"thomas bailey aldrich, d.w. griffith",biograph company,"blanche sweet, henry b. walthall, mae marsh, robert harron, kate bruce, lillian gish, j. jiquel lanoe, gertrude bambrick, dorothy gish, harry carey","a religious woman seeks to save her people from destruction by seducing and murdering the enemy leader, but her plans get complicated once she falls for him.",6.1,1195,$ 40000,,,,16,8,"blanche sweet, henry b. walthall, mae marsh, rob","ert harron, kate bruce, lillian gish, j. jiquel lanoe, gertrude bambrick, dorothy gish, harry carey",
36,tt0004457,the patchwork girl of oz,the patchwork girl of oz,1914,28/09/1914,"adventure, family, fantasy",81,usa,english,j. farrell macdonald,"l. frank baum, l. frank baum",the oz film manufacturing company,"violet macmillan, frank moore, raymond russell, leontine dranet, bobbie gould, marie wayne, richard rosson, frank bristol, fred woodward, todd wright, bert glennon, hal roach, dave anderson, jessie may walsh, william cook","ojo and unc nunkie are out of food, so they decide to journey to the emerald city where they will never starve. along the way, they meet mewel, a waif and stray (mule) who leads them to dr....",5.5,354,,,,,16,4,"violet macmillan, frank moore, raymond russell, leon","tine dranet, bobbie gould, marie wayne, richard rosson, frank bristol, fred woodward, todd wright, bert glennon, hal roach, dave anderson, jessie may walsh, william",cook
37,tt0004465,the perils of pauline,the perils of pauline,1914,23/03/1914,"action, adventure, drama",199,usa,english,"louis j. gasnier, donald mackenzie","charles w. goddard, basil dickey",pathé frères,"pearl white, crane wilbur, paul panzer, edward josé, francis carlyle, clifford bruce, donald mackenzie, jack standing, eleanor woodruff, leroy baker, louise du pre, oscar nye, sam j. ryan, louis j. gasnier, joe cuny","young pauline is left a lot of money when her wealthy uncle dies. however, her uncle's secretary has been named as her guardian until she marries, at which time she will officially take ...",6.4,921,$ 25000,,,,5,7,"pearl white, crane wilbur, paul panzer, edward j","osé, francis carlyle, clifford bruce, donald mackenzie, jack standing, eleanor woodruff, leroy baker, louise du pre, oscar nye, sam j. ryan, louis j. gasnier, joe cuny",
38,tt0004635,the squaw man,the squaw man,1914,15/02/1914,"action, drama, romance",74,usa,english,"oscar apfel, cecil b. demille","edwin milton royle, cecil b. demille",jesse l. lasky feature play company,"dustin farnum, monroe salisbury, winifred kingston, mrs. a.w. filson, haidee fuller, red wing, foster knox, fred montague, 'baby' carmen de rue, fernando gálvez, eugene de rue, h.r. macy, h.l. swisher, michael j. kilpatrick, sydney deane",a chivalrous british officer takes the blame for his cousin's embezzlement and journeys to the american west to start a new life on a cattle ranch.,5.8,802,$ 20000,,,,8,3,"dustin farnum, monroe salisbury, winifred kingst","on, mrs. a.w. filson, haidee fuller, red wing, foster knox, fred montague, 'baby' carmen de rue, fernando gálvez, eugene de rue, h.r. macy, h.l. swisher, michael j. k","ilpatrick, sydney deane"
39,tt0004681,tess of the storm country,tess of the storm country,1914,30/03/1914,drama,80,usa,english,edwin s. porter,"grace miller white, b.p. schulberg",famous players film company,"mary pickford, harold lockwood, olive carey, david hartford, louise dunlap, william walters, richard garrick, eugene walter, jack henry, h.r. macy, h.l. griffith","a wealthy resident attempts to dispossess squatters who live near his home, which leads to a false accusation of murder.",6.3,154,$ 10000,,,,5,3,"mary pickford, harold lockwood, olive carey, david hart","ford, louise dunlap, william walters, richard garrick, eugene walter, jack henry, h.r. macy, h.l. griffith",
40,tt0004707,tillie's punctured romance,tillie's punctured romance,1914,21/12/1914,comedy,82,usa,english,"mack sennett, charles bennett",,keystone film company,"marie dressler, charles chaplin, mabel normand, mack swain, charles bennett, chester conklin",a con man from the city dupes a wealthy country girl into marriage.,6.3,3164,$ 50000,,,,37,18,"marie dressler, charles chaplin, mabel normand, m","ack swain, charles bennett, chester conklin",
41,tt0004766,the virginian,the virginian,1914,07/09/1914,western,55,usa,english,cecil b. demille,"owen wister, kirk la shelle",jesse l. lasky feature play company,"dustin farnum, jack w. johnston, sydney deane, william elmer, winifred kingston, james griswold, horace b. carpenter, tex driscoll","a good-natured but chivalrous cowboy romances the local schoolmarm and leads the posse that brings a gang of rustlers, which includes his best friend, to justice.",5.6,160,$ 17022,,,,12,,"dustin farnum, jack w. johnston, sydney deane, w","illiam elmer, winifred kingston, james griswold, horace b. carpenter, tex driscoll",
42,tt0004825,the wishing ring: an idyll of old england,the wishing ring: an idyll of old england,1914,09/11/1914,"comedy, drama",54,usa,english,maurice tourneur,"owen davis, maurice tourneur",shubert film corporation,"vivian martin, alec b. francis, chester barnett, gyp williams, simeon wiltsie, walter morton, johnny hines","after being expelled from college, giles runs away from home and meets a young lady who he falls for.",6.6,209,,,,,5,2,"vivian martin, alec b. francis, chester barnett, gyp","williams, simeon wiltsie, walter morton, johnny hines",
43,tt0004838,the wrath of the gods,the wrath of the gods,1914,08/06/1914,"drama, romance",56,usa,english,reginald barker,"william h. clifford, thomas h. ince",new york motion picture,"sessue hayakawa, tsuru aoki, frank borzage, kisaburô kurihara, henry kotani, gladys brockwell, herschel mayall",an american sailor falls in love with a fisherman's daughter and convinces her that jesus is more powerful than the gods who have cursed her.,5.7,130,,,,,5,2,"sessue hayakawa, tsuru aoki, frank borzage, kisabur","ô kurihara, henry kotani, gladys brockwell, herschel mayall",
44,tt0003637,assunta spina,assunta spina,1915,01/05/1916,drama,72,italy,,"francesca bertini, gustavo serena","salvatore di giacomo, francesca bertini",caesar film,"francesca bertini, gustavo serena, carlo benetti, luciano albertini, amelia cipriani, antonio cruichi, alberto collo, alberto albertini",assunta spina is a tragedy set in naples at the beginning of the twentieth century. assunta and michele are in love but others come between them and there is much jealousy. they fight and ...,6.5,357,,,,,7,1,"francesca bertini, gustavo serena, carlo benetti, lu","ciano albertini, amelia cipriani, antonio cruichi, alberto collo, alberto albertini",
45,tt0004026,der golem,der golem,1915,08/04/1915,horror,60,germany,german,"henrik galeen, paul wegener","henrik galeen, paul wegener",deutsche bioscop gmbh,"paul wegener, henrik galeen, lyda salmonova, rudolf blümner, robert a. dietrich, carl ebert, jakob tiedtke","in this version of the golem legend, the golem, a clay statue brought to life by rabbi loew in 16th century prague to save the jews from the ongoing brutal persecution by the city's rulers,...",6.8,1008,,,,,5,,"paul wegener, henrik galeen, lyda salmonova, rudol","f blümner, robert a. dietrich, carl ebert, jakob tiedtke",
46,tt0004134,hypocrites,hypocrites,1915,20/01/1915,drama,54,usa,english,lois weber,lois weber,hobart bosworth productions,"courtenay foote, myrtle stedman, herbert standing, adele farrington","the parallel stories of a modern preacher and a medieval monk, gabriel the ascetic, who is killed by an ignorant mob for making a nude statue representing truth, which is also represented by a ghostly naked girl who flits throughout the film.",6.6,429,,,,,41,8,"courtenay foote, myrtle stedman, herbert standing,",adele farrington,
