id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y,
3559,tt6136616,rosvaei 2,rosvaei 2,2016,04/05/2016,"comedy, drama",88,iran,persian,masoud dehnamaki,masoud dehnamaki,,"akbar abdi, sahar ghoreishi, amir noori, mehran rajabi, mohamad reza sharifinia",the earthquake in tehran will happen and people are avoiding it.,2.1,216,$ 40000,,,,,,"akbar abdi, sahar ghoreishi, amir noori, mehran ra","jabi, mohamad reza sharifinia",
3560,tt6138400,gautas iskvietimas 3,gautas iskvietimas 3,2016,07/10/2016,comedy,89,lithuania,lithuanian,tadas vidmantas,"laurynas kaminskas, tadas vidmantas",,"paulius ambrazevicius, timuras augucevicius, ramunas cicenas, ieva delininkaityte, vaidotas grincevicius, mantas katleris, leonardas pobedonoscevas, marius pocevicius, marius repsys, donatas simukauskas, ineta stasiulyte, arturas svorobovicius, jonas valanciunas, rimante valiukaite","the local 7th police force teams, like a magnet, attract troubles and the most difficult challenges, getting into delicate situations, that will appear in an even more fun and more impressive sequel of the only police comedy in lithuania.",5.2,625,,,$ 758258,,1,,"paulius ambrazevicius, timuras augucevicius, ram","unas cicenas, ieva delininkaityte, vaidotas grincevicius, mantas katleris, leonardas pobedonoscevas, marius pocevicius, marius repsys, donatas simukauskas, ineta stasiulyte, arturas svorobovicius, jon","as valanciunas, rimante valiukaite"
3561,tt6139026,byomkesh o chiriakhana,byomkesh o chiriakhana,2016,07/10/2016,thriller,107,india,bengali,anjan dutt,"saradindu bandopadhyay, anjan dutt",rp techvision,"jishu sengupta, saswata chatterjee, usashi chakraborty, santilal mukherjee, saayoni ghosh, priyanka sarkar, dulal lahiri, kanchan mullick, mrinal mukherjee, sujan mukherjee, kanchana moitra, sagnik chatterjee, riju biswas, ankita chakraborty, anjan dutt","the story revolves around a retired judge, mr. sen, living in a farmhouse on the outskirts of the city. the people who stay in the colony are a handful of social outcasts. one day, the ...",6.6,448,inr 7500000,,,,,3,"jishu sengupta, saswata chatterjee, usashi chakrab","orty, santilal mukherjee, saayoni ghosh, priyanka sarkar, dulal lahiri, kanchan mullick, mrinal mukherjee, sujan mukherjee, kanchana moitra, sagnik chatterjee, riju biswas, ankita chakrabort","y, anjan dutt"
3562,tt6139494,briciole sul mare,briciole sul mare,2016,08/04/2016,comedy,88,italy,italian,walter nestola,"guido cerniglia, walter nestola",studio chirco edizioni musicali e cinema,"walter nestola, lorena noce, nino chirco, sergio friscia, teruccia zerilli, guido cerniglia, giovanni gerardi, enrico chirico, marcello rimi, pierpaolo saraceno, giacomino la vela, jonata arata, alessandro palermo, elena pistillo, giampiero anastasi","this is the story of a fisherman living in the south of italy, who goes fishing every day with his boat to completely relax for a couple of hours. for a strange twist of fate, one day he ...",5.2,166,eur 400000,,,,,,"walter nestola, lorena noce, nino chirco, sergio fris","cia, teruccia zerilli, guido cerniglia, giovanni gerardi, enrico chirico, marcello rimi, pierpaolo saraceno, giacomino la vela, jonata arata, alessandro palermo, elena pistillo, giampiero anastasi",
3563,tt6139626,devil's domain,devil's domain,2016,2016,horror,93,usa,english,jared cohn,jared cohn,cleopatra entertainment,"michael madsen, madi vodane, linda bella, zack kozlow, kelly erin decker, brenna tucker, desanka julia ilic, ciara muller, jordan matayoshi, stephanie strehlow, molly nolan, chloe wick, sharifa oliver, dave huber, andy rappos","after becoming the victim of vicious cyber bullies, lisa makes a deal with the devil to exact revenge on her tormenters.",3.4,302,$ 500000,,,,6,19,"michael madsen, madi vodane, linda bella, zack kozlo","w, kelly erin decker, brenna tucker, desanka julia ilic, ciara muller, jordan matayoshi, stephanie strehlow, molly nolan, chloe wick, sharifa oliver, dave huber, andy rappos",
3564,tt6143998,comeback: um matador nunca se aposenta,comeback: um matador nunca se aposenta,2016,25/05/2017,drama,89,brazil,portuguese,erico rassi,erico rassi,rio bravo filmes,"nelson xavier, wellington abreu, joão antônio, pascoal da conceição, marcos de andrade, eucir de souza, salma jô, gê martu, cláudia nunes, everaldo pontes, reginaldo saddi, sergio sartorio, henrique taubaté","amador is a retired gunfighter. lonely and embittered, collects in an album newspapers of his crimes. after several humiliations, will he react with violence to the hostility of the world around.",6.9,107,,,,,2,9,"nelson xavier, wellington abreu, joão antônio, pas","coal da conceição, marcos de andrade, eucir de souza, salma jô, gê martu, cláudia nunes, everaldo pontes, reginaldo saddi, sergio sartorio, henrique taubaté",
3565,tt6147768,suepeullit,suepeullit,2016,09/11/2016,"action, drama, sport",123,south korea,korean,kook-hee choi,kook-hee choi,,"da-wit lee, jung-hyun lee, ji-tae yoo",a man once called a bowling legend teams up with a bookie and an autistic genius bowling player.,5.3,195,,,$ 5227278,,,4,"da-wit lee, jung-hyun lee, ji-tae yoo",,
3566,tt6148882,vicdan agaci,vicdan agaci,2016,01/11/2016,drama,82,turkey,turkish,olgun özdemir,olgun özdemir,populer film,"turgay tanülkü, serafettin kaya, tayfun sav, belgin oturgan, gizem kinay",menderes (serafettin kaya) is living with his bedridden brother called adnan in kirazli village kusadasi. menderes commits his life to look after his brother. the real estate dealer resit (...,5.2,298,$ 500000,,$ 1179,,,,"turgay tanülkü, serafettin kaya, tayfun sav, belgin","oturgan, gizem kinay",
3567,tt6149120,shadows of the dead,shadows of the dead,2016,22/10/2016,horror,87,usa,english,john ross,,cinetel films,"kennedy tucker, thomas miguel ruff, taylor jorgensen, alexandria paige, lindsay elston, james gaisford, ray trickitt, detra hicks, gordon harwood, michael swan, todd carroll, anna steers, kathleen roy, ace underhill, giselle marie","at an anti-prom party, a group of teenagers stumble across a mysterious cabin deep in the woods, and awaken an evil creature that lives in the shadows.",4.3,319,,,,,6,2,"kennedy tucker, thomas miguel ruff, taylor jorgense","n, alexandria paige, lindsay elston, james gaisford, ray trickitt, detra hicks, gordon harwood, michael swan, todd carroll, anna steers, kathleen roy, ace underhill, giselle marie",
3568,tt6150238,teukbyulshimin,teukbyulshimin,2016,22/05/2016,drama,130,south korea,korean,in-je park,"in-je park, shin-kyu park",palette pictures,"min-sik choi, do-won kwak, eun-kyung shim, so-ri moon, mi-ran ra, hye-young ryu, ki hong lee, park ji-yeon, seon-kyu jin, joo-yeon lee, soo-kyung lee, byeong-eun park","for the first time in korean history, the mayor of seoul attempts a third term in office.",6.3,320,,$ 96777,$ 9559638,,2,,"min-sik choi, do-won kwak, eun-kyung shim, so-ri","moon, mi-ran ra, hye-young ryu, ki hong lee, park ji-yeon, seon-kyu jin, joo-yeon lee, soo-kyung lee, byeong-eun park",
3569,tt6150988,long quan xiao zi,long quan xiao zi,2016,07/08/2016,action,98,china,mandarin,"sheng tao, wei wang","wei gu, xiang li",aidi films,"ruilin liu, kimmy fei tong, chao liang, qiunan lin, wing lun ng, yun jin cao, ho-man chan, jingwen e., shuang gao, yilin hao, qiaoqiao jin, raymond patrick kelly, xiaojun labi, shangyi li, yong li","a chinese problem child from the us is sent to live with his uncle in china. he immediately runs into difficult situations there, such as a rabbit thief, the secret crush of his uncle, and ...",4.2,115,,,$ 616640,,1,,"ruilin liu, kimmy fei tong, chao liang, qiunan li","n, wing lun ng, yun jin cao, ho-man chan, jingwen e., shuang gao, yilin hao, qiaoqiao jin, raymond patrick kelly, xiaojun labi, shangyi li, yong li",
3570,tt6151714,plateia amerikis,plateia amerikis,2016,23/03/2017,drama,86,"greece, uk, germany","greek, english, arabic",yannis sakaridis,"vangelis mourikis, yannis sakaridis",ilioupolis films,"yannis stankoglou, makis papadimitriou, vassilis koukalani, ksenia dania, sultan amir, rea pediaditaki, themis bazaka, errikos litsis, dorothea howlader, kostas kourtidis, nikkos j. frangos, nikos mylonas, petros santovito, alexandros logothetis, achilleas kyriakidis","tattoo artist billy and unemployed nakos are best friends from athens. old bachelor nakos is a racist, obsessed with the victim mentality, and he rages at greece's increasing immigrant ...",6.5,772,,,$ 31703,,2,11,"yannis stankoglou, makis papadimitriou, vassilis ko","ukalani, ksenia dania, sultan amir, rea pediaditaki, themis bazaka, errikos litsis, dorothea howlader, kostas kourtidis, nikkos j. frangos, nikos mylonas, petros santovito, alexandros logothetis, achillea",s kyriakidis
3571,tt6151774,emtehan nahaee,emtehan nahaee,2016,19/04/2017,drama,93,iran,persian,adel yaraghi,"abbas kiarostami, adel yaraghi",,"behnam asgari, amir salamati, shahab hosseini, leyla zareh","farhad, a respected math teacher, is engaged to the mother of one of his pupils. but rather than embrace his new father figure, the angry young student spends his days riding around tehran ...",4.3,162,irr 10000,,,,,12,"behnam asgari, amir salamati, shahab hosseini, le",yla zareh,
3572,tt6152546,pariente,pariente,2016,13/10/2016,"drama, thriller, western",115,colombia,spanish,iván gaona,iván gaona,2-35 digital,"rené diaz calderón, willington gordillo, leidy herrera, alfonso lópez, heriberto palacio","mariana, willington's eternal love, is preparing her marriage with rené, the cousin of her ex boyfriend. while willington tries to get her back, the rumour of a thief in town and a series ...",6.5,183,,,$ 622,,2,8,"rené diaz calderón, willington gordillo, leidy herrera",", alfonso lópez, heriberto palacio",
3573,tt6157600,chung tin foh,chung tin foh,2016,25/11/2016,"action, crime, thriller",99,"china, hong kong","cantonese, mandarin",ringo lam,"hiroshi fukazawa, ringo lam",skyland film-television culture development,"daniel wu, ruoyun zhang, jingchu zhang, hsiao-chuan chang, tu ba, isabelle hoi-ning chan, siu-fai cheung, andrew dasz, philip keung, amber kuo, yiu-cheung lai, belinda yan","a security guard becomes embroiled in a battle to protect stem cell research, which can potentially cure cancer, from falling into the wrong hands.",4.6,282,,$ 78366,$ 5335450,45,3,17,"daniel wu, ruoyun zhang, jingchu zhang, hsiao-","chuan chang, tu ba, isabelle hoi-ning chan, siu-fai cheung, andrew dasz, philip keung, amber kuo, yiu-cheung lai, belinda yan",
3574,tt6158872,khawto,khawto,2016,22/07/2016,thriller,140,india,bengali,kamaleswar mukherjee,kamaleswar mukherjee,svf entertainment,"rahul banerjee, ranodeep bose, usashi chakraborty, prasenjit chatterjee, tridha choudhury, paoli dam, padmanabha dasgupta, mishka halim, raima sen","a young couple meet a mysterious man who, in the course of conversation, covers japanese cuisine, bengali literature, and his own checkered past.",6.4,370,,,,,,,"rahul banerjee, ranodeep bose, usashi chakraborty",", prasenjit chatterjee, tridha choudhury, paoli dam, padmanabha dasgupta, mishka halim, raima sen",
3575,tt6158988,eagoler chokh,eagoler chokh,2016,12/08/2016,thriller,117,india,bengali,arindam sil,sirshendu mukhopadhyay,svf entertainment,"jaya ahsan, riya banik, anirban bhattacharya, gaurav chakrabarty, saswata chatterjee, subhrajit dutta, arunima ghosh, june malia, payel sarkar, ushoshi sengupta, arindam sil",a detective seeks the truth about the murder of a young woman.,7.2,698,,,,,1,,"jaya ahsan, riya banik, anirban bhattacharya, gau","rav chakrabarty, saswata chatterjee, subhrajit dutta, arunima ghosh, june malia, payel sarkar, ushoshi sengupta, arindam sil",
3576,tt6160932,chhakka panja,chhakka panja,2016,30/09/2016,"comedy, drama, family",130,nepal,nepali,deepa shree niraula,,aama saraswoti geeta devi films,"deepak raj giri, kedar ghimire, buddhi tamang, jeetu nepal, priyanka karki, barsha raut, namrata sapkota, aruna karki, basundhara bhusal, shivahari poudel, pramod agrahari, kiran k.c., aaryan sigdel","story of five friends raja (deepak raj giri), saraswoti (jeetu nepal), magne (kedar ghimire) and buddhi (buddhi tamang). raja is rich but illiterate and enjoys life, and tells his friends ...",6.7,162,,,,,3,,"deepak raj giri, kedar ghimire, buddhi tamang, jeetu","nepal, priyanka karki, barsha raut, namrata sapkota, aruna karki, basundhara bhusal, shivahari poudel, pramod agrahari, kiran k.c., aaryan sigdel",
3577,tt6162808,miss saigon: 25th anniversary,miss saigon: 25th anniversary,2016,16/10/2016,"drama, musical, romance",141,uk,english,brett sullivan,"alain boublil, claude-michel schönberg",cameron mackintosh international,"jon jon briones, eva noblezada, alistair brammer, kwang-ho hong, tamsin carroll, hugh maynard, rachelle ann go, william dao, paul benedict sarte, cezarah bonner, nick bonner, simon bowman, greg canestrari, julian essex-spurrier, callum evans","a filmed production of the musical 'miss saigon' for its 25th anniversary, performed live at london's prince edward theatre, in london's west end. including the 2hr 20minute production and a bonus 35-minute ""25th anniversary gala"" which included stars of the original cast, jonathan pryce, lea salonga and simon bowman.",8.1,1077,,,$ 3285528,,7,,"jon jon briones, eva noblezada, alistair brammer, k","wang-ho hong, tamsin carroll, hugh maynard, rachelle ann go, william dao, paul benedict sarte, cezarah bonner, nick bonner, simon bowman, greg canestrari, julian essex-spurrier, callum ev",ans
3578,tt6164432,kelor kirti,kelor kirti,2016,06/07/2016,comedy,154,india,,raja chanda,,svf entertainment,"sayantika banerjee, biswajit chakraborty, mimi chakraborty, dev, rudranil ghosh, ankush hazra, nusrat jahan, tori lao-lee, koushani mukherjee, kanchan mullick, jishu sengupta",three young couples navigate their relationships in this comic take on modern love.,4.2,173,,,,,,,"sayantika banerjee, biswajit chakraborty, mimi cha","kraborty, dev, rudranil ghosh, ankush hazra, nusrat jahan, tori lao-lee, koushani mukherjee, kanchan mullick, jishu sengupta",
3579,tt6165466,hwanjeolgi,hwanjeolgi,2016,22/02/2018,drama,115,south korea,,dong-eun lee,dong-eun lee,,"chong-ok bae, won-geun lee, yoon-ho ji, yong-geun bae, ji-won baek, ja-yeong kim, ye-eun kim, hye-jin park, won-sang park, jung-yeon seo, ji-hyun woo",a story of a mother who goes through emotional turmoil after discovering a long-kept secret about her son,6.8,163,,,$ 41187,,1,3,"chong-ok bae, won-geun lee, yoon-ho ji, yong-geun","bae, ji-won baek, ja-yeong kim, ye-eun kim, hye-jin park, won-sang park, jung-yeon seo, ji-hyun woo",
3580,tt6166990,patay na si hesus,patay na si hesus,2016,16/10/2016,comedy,90,philippines,"filipino, visayan, tagalog",victor villanueva,"raymond lee, fatrick tabada",above the line productions,"sadie enriquez, jaclyn jose, chai fonacier, melde montañez, vincent viado, mailes kanapi, olive nieto, sheen gener, bernard catindig, miel espinoza, albert chan paran, harvey quimbo, therese villarante",the death of a woman's estranged husband brought her and her family into a road that changes their lives forever.,7.6,110,,,$ 462345,,,1,"sadie enriquez, jaclyn jose, chai fonacier, melde mon","tañez, vincent viado, mailes kanapi, olive nieto, sheen gener, bernard catindig, miel espinoza, albert chan paran, harvey quimbo, therese villarante",
3581,tt6167014,lu de shui,lu de shui,2016,28/10/2016,comedy,113,china,mandarin,"lu liu, shen zhou","lu liu, shen zhou",beijing fun age pictures,"suxi ren, li da, shuailiang liu, kuishan pei, alan aruna, yanbo han, guanjin bu, kun wang, yang gao, haoliang liu, arthur mclarty, qianyue su, feng wang, shen zhou","in an effort to draw more funding from the government, faculty members of a rural chinese school try to pass off an uneducated laborer as a qualified teacher.",7.4,1131,,$ 356255,$ 25537759,,6,1,"suxi ren, li da, shuailiang liu, kuishan pei, alan","aruna, yanbo han, guanjin bu, kun wang, yang gao, haoliang liu, arthur mclarty, qianyue su, feng wang, shen zhou",
3582,tt6168298,one day,one day,2016,01/09/2016,"drama, romance",135,thailand,thai,banjong pisanthanakun,"chantavit dhanasevi, nontra kumwong",gdh 559,"chantavit dhanasevi, nittha jirayungyurn, theerapat sajakul, prim bulakul, kris srepoomseth, somyos matures, sutthatip wutichaipradit, rermthon kemapech, kaz sawamura, suttichoke janya-angkul, valad saneeh, itthisak treesagna, pakorn siriangkul, rinrapat ariyakornwijit, sawanee utoomma",this is a story about an it worker called denchai who doesn't get along with his co-workers well.he falls in love with one of his co-worker who he thought was different from others called ...,7.7,1614,,,,,16,,"chantavit dhanasevi, nittha jirayungyurn, theerap","at sajakul, prim bulakul, kris srepoomseth, somyos matures, sutthatip wutichaipradit, rermthon kemapech, kaz sawamura, suttichoke janya-angkul, valad saneeh, itthisak treesagna, pakorn siri","angkul, rinrapat ariyakornwijit, sawanee utoomma"
3583,tt6169798,rama rama re,rama rama re,2016,21/10/2016,"drama, thriller",112,india,kannada,"d. satya prakash, satyaprakash","nagendra, d. satya prakash",kannada kolour cinemas,"nataraj s. bhat, ninasam bimbashri, kadur dharmanna, jayaram, k. jayaram, k. jayaram, keshav jayaram, dharmanna kadur, mutt mk, mk mutt, nataraj, bimbashree neenasam, bimbashri neenasam, priya, priya","it is a simple story of a convict on death row, who escapes from prison and accidentally ends up with a veteran who is called upon by the authorities to teach the process of hanging a convict to the new staff.",8.2,495,inr 10000000,,,,9,1,"nataraj s. bhat, ninasam bimbashri, kadur dharm","anna, jayaram, k. jayaram, k. jayaram, keshav jayaram, dharmanna kadur, mutt mk, mk mutt, nataraj, bimbashree neenasam, bimbashri neenasam, priya, priya",
3584,tt6173644,doo namja,doo namja,2016,30/11/2016,"action, crime",107,south korea,,seong-tae lee,,,"min-ho choi, minho choi, jung da-eun, dong-seok ma, baek soo-min, lee you-jin",four teenagers running away from home get more than they bargained for when they lure a man to a motel to rob him.,6.2,244,,,$ 390756,,2,4,"min-ho choi, minho choi, jung da-eun, dong-seok","ma, baek soo-min, lee you-jin",
3585,tt6175078,leokki,leokki,2016,13/10/2016,"action, comedy, crime",112,south korea,korean,kae-byeok lee,"yoon-mi jang, yoon-mi jang",dmz comics,"hae-jin yoo, joon lee, yun-hie jo, ji-yeon lim, soon-hyoung cha, joon go, hye-bin jeon, han-chul jo, jong-yeob kim, dong-hwi lee, sung-wook lee, chang-ho seong, byoung-sook sung",a hapless loser assumes the identity of an amnesia victim without knowing that he is an assassin.,6.9,1455,,$ 466505,$ 48165531,,9,9,"hae-jin yoo, joon lee, yun-hie jo, ji-yeon lim, soon","-hyoung cha, joon go, hye-bin jeon, han-chul jo, jong-yeob kim, dong-hwi lee, sung-wook lee, chang-ho seong, byoung-sook sung",
3586,tt6177592,my war,my war,2016,15/09/2016,"history, war",120,china,mandarin,oxide chun pang,heng liu,china film group corporation (cfgc),"paul philip clark, barret coates, honglin fu, zhi-zhong huang, gigi lau, ye liu, temur mamisashvili, mekael turner, luodan wang, tony yo-ning yang, qing ye",historical drama following the chinese volunteers sent to fight in the korean war against the us where they experienced life and death and established profound revolutionary feelings.,5.2,144,,,$ 5316684,,2,1,"paul philip clark, barret coates, honglin fu, zhi","-zhong huang, gigi lau, ye liu, temur mamisashvili, mekael turner, luodan wang, tony yo-ning yang, qing ye",
3587,tt6182864,prosta historia o morderstwie,prosta historia o morderstwie,2016,21/10/2016,"crime, thriller",89,poland,polish,arkadiusz jakubik,"igor brejdygant, arkadiusz jakubik",wytwórnia filmów dokumentalnych i fabularnych (wfdif) warszawa,"filip plawiak, andrzej chyra, kinga preis, anna smolowik, przemyslaw strojkowski, mateusz wieclawek, ireneusz czop, marek kasprzyk, eryk lubos, michal czernecki, andrzej konopka, piotr nowak, katarzyna kwiatkowska, marcin juchniewicz, zbigniew stryj","jacek is a young policeman, tries to protect his mother and brothers from their despot father, also a policeman with illegal business dealings. when the father is murdered, jacek becomes ...",5.9,228,,,,,,,"filip plawiak, andrzej chyra, kinga preis, anna sm","olowik, przemyslaw strojkowski, mateusz wieclawek, ireneusz czop, marek kasprzyk, eryk lubos, michal czernecki, andrzej konopka, piotr nowak, katarzyna kwiatkowska, marcin juchniewicz, zbigniew",stryj
3588,tt6186362,the witching,the witching,2016,03/11/2016,horror,80,usa,english,corey norman,"michelle davidson, michelle davidson",ruthless studios,"jessica bedell, ian carlsen, joanna clarke, jennifer friend, jack scannell, beth somerville, ellen elizabeth white","with halloween only hours away, the members of a popular podcast, the witching hour, gather to swap scary stories in the dark. but they bargain for more than just ratings when they venture ...",3.8,490,,,,,11,2,"jessica bedell, ian carlsen, joanna clarke, jennifer","friend, jack scannell, beth somerville, ellen elizabeth white",
3589,tt6186430,die beautiful,die beautiful,2016,22/07/2017,"comedy, drama",120,philippines,"filipino, tagalog",jun lana,"rody vera, jun lana",the ideafirst company,"paolo ballesteros, christian bables, joel torre, gladys reyes, adrian alandy, albie casiño, inah de belen, ic mendoza, cedrick juan, lou veloso, mimi juareza, iza calzado, eugene domingo, jade lopez, kokoy de santos","friends attend the wake of trisha, a filipino transgender woman. they look back into the her life as she faces the adversities and triumphs of living as a transgender in filipino society",7.8,398,,,,,4,3,"paolo ballesteros, christian bables, joel torre, glady","s reyes, adrian alandy, albie casiño, inah de belen, ic mendoza, cedrick juan, lou veloso, mimi juareza, iza calzado, eugene domingo, jade lopez, kokoy de santos",
3590,tt6190356,live from dhaka,live from dhaka,2016,29/03/2019,drama,91,bangladesh,bengali,abdullah mohammad saad,abdullah mohammad saad,khelna chobi,"mostafa monwar, tasnova tamanna, tanvir ahmed chowdhury, mir mosharrof hossen, shimul joy, ujjal afjal, rony sazzad, hasan shahid, prema ripu, arif haque, mashuk qureshi","in a series of vignettes, a partially handicapped man lives his days in anguish as he tries to find a way to leave dhaka.",7.7,110,$ 10000,,,,4,11,"mostafa monwar, tasnova tamanna, tanvir ahmed ch","owdhury, mir mosharrof hossen, shimul joy, ujjal afjal, rony sazzad, hasan shahid, prema ripu, arif haque, mashuk qureshi",
3591,tt6193572,aaaadat nemikonim,aaaadat nemikonim,2016,01/06/2016,"drama, romance",88,iran,persian,ebrahim ebrahimian,"ebrahim ebrahimian, soltani boljak sara",hedayat film,"mohammad reza forutan, sareh bayat, hediyeh tehrani, hamid reza azarang, pantea panahiha, hadis mir-amini, shirin yazdanbakhsh","mahtab is suspicious of her husband ahmad, a university professor. as she tries to unravel the mystery instigated by sima, a close friend of the family, by pressuring farnoosh kheirkhah, ...",5.5,479,irr 2000000,,,,,3,"mohammad reza forutan, sareh bayat, hediyeh tehra","ni, hamid reza azarang, pantea panahiha, hadis mir-amini, shirin yazdanbakhsh",
3592,tt6193812,khandehaye-atoosa,khandehaye-atoosa,2016,27/04/2016,drama,76,iran,persian,alireza farid,alireza farid,,"pejman bazeghi, mohammad reza forutan, amir jadidi, baran kosari, ashkan mehri","twelve strangers embark on the trans-asia express, a four-day train journey from tehran to istanbul.",4,109,,,,,,1,"pejman bazeghi, mohammad reza forutan, amir jadi","di, baran kosari, ashkan mehri",
3593,tt6197848,kissing?,kissing?,2016,19/10/2017,"comedy, drama, romance",77,greece,greek,yannis korres,yannis korres,arctos films sa,"thanassis petropoulos, iro bezou, omiros poulakis, alexander voulgaris, katerina papandreou, giolanta kalogeropoulou, katerina zisoudi, anastasia konidi, eleftheria papadopoulou, georgina liossi",just before turning thirty danny and stella belong to a generation that has not yet been defined. danny feels he is too good for this world. stella thinks the world is not good enough for ...,5.9,101,,,,,1,3,"thanassis petropoulos, iro bezou, omiros poulakis,","alexander voulgaris, katerina papandreou, giolanta kalogeropoulou, katerina zisoudi, anastasia konidi, eleftheria papadopoulou, georgina liossi",
3594,tt6200274,hajwala,hajwala,2016,29/09/2016,"action, adventure, crime",96,united arab emirates,arabic,"ali bin matar, ibrahim bin mohamed",ibrahim bin mohamed,dhabi gulf film,"anwar aljabri, haleem aljabri, omar aljabri, yasser al jarraf, ali al marzouqi","khalid and kehailan are two team leaders who are passionate about car racing and challenges. they enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.",2.2,177,,,$ 832186,,5,,"anwar aljabri, haleem aljabri, omar aljabri, yasser","al jarraf, ali al marzouqi",
3595,tt6203612,santhu straight forward,santhu straight forward,2016,28/10/2016,"action, drama, romance",159,india,kannada,mahesh rao,"mahesh rao, anilkumar",k manju cinemaas,"yash, radhika pandit, shaam, devaraj, saikumar, anant nag, p. ravi shankar, thilak shekar, sumithramma, veena sundar, shobharaj, neenasam ashwath, anil, giri, rachana dasharath","santhu is the typical do-gooder youngster, who is also the angry young hero. he falls for college student ananya after a series of chance meetings. but, there's also dreaded don deva in the picture forming the triangle.",6.5,459,inr 200000000,,,,1,1,"yash, radhika pandit, shaam, devaraj, saikumar, ana","nt nag, p. ravi shankar, thilak shekar, sumithramma, veena sundar, shobharaj, neenasam ashwath, anil, giri, rachana dasharath",
3596,tt6204184,la última tarde,la última tarde,2016,27/04/2017,drama,81,"colombia, peru",spanish,joel calero,joel calero,,"katerina d'onofrio, lucho cáceres",laura and ramon spend one last meaningful afternoon together before signing their divorce papers.,7.1,123,,,,,,3,"katerina d'onofrio, lucho cáceres",,
3597,tt6204874,quel bravo ragazzo,quel bravo ragazzo,2016,17/11/2016,"comedy, crime",81,italy,italian,enrico lando,"andrea agnello, andrea agnello",lotus production,"luigi luciano, tony sperandeo, enrico lo verso, antonino bruschetta, daniela virgilio, mario pupella, maccio capatonda, lucia di franco, beniamino marcone, sara jahja, ernesto mahieux, giampaolo morelli, giuseppe sallemi, luigi maria burruano, ivan la porta","a powerful mafia boss is dying and wants to leave the command of his clan to a child who has never recognized. that child is a harmless, naive and clumsy boy of 35 who is an altar boy, and ...",5.3,483,,,$ 1365822,,,4,"luigi luciano, tony sperandeo, enrico lo verso, anto","nino bruschetta, daniela virgilio, mario pupella, maccio capatonda, lucia di franco, beniamino marcone, sara jahja, ernesto mahieux, giampaolo morelli, giuseppe sallemi, luigi maria burruano",", ivan la porta"
3598,tt6206564,trapped,trapped,2016,17/03/2017,"action, drama, thriller",105,india,hindi,vikramaditya motwane,"amit joshi, hardik mehta",phantom films,"rajkummar rao, geetanjali thapa, shiladitya sen, rahul patel, rahul dutta, vishwas, girish, malay garg, rajiv khanna, yogendra vikram singh, patrick graham, hardik mehta, vivek soni, anup rupanwar, r.n. shukla","a man struggles to survive after he unintentionally locks himself up in a high rise devoid of food, water and electricity.",7.5,8320,,,$ 38349,,63,22,"rajkummar rao, geetanjali thapa, shiladitya sen, rah","ul patel, rahul dutta, vishwas, girish, malay garg, rajiv khanna, yogendra vikram singh, patrick graham, hardik mehta, vivek soni, anup rupanwar, r.n. shukla",
3599,tt6208104,baradaram khosro,baradaram khosro,2016,10/05/2017,drama,90,iran,persian,ehsan biglari,"ehsan biglari, parisa hashem pour",,"shahab hosseini, hengameh ghaziani, naser hashemi, bita farahi, kamshad kooshan, tejav younespour, javad yahyavi, mohammad tiregar","khosrow (shahab hosseini) who is a bi-polar man is forced to live in his brother's house nasser, as his guardian and sister goes abroad for a while. the brothers soon find themsleves in friction due to the challenging behavior of khosrow and quesrionable moral decisions by nasser.",6.9,1338,,,,,,20,"shahab hosseini, hengameh ghaziani, naser hash","emi, bita farahi, kamshad kooshan, tejav younespour, javad yahyavi, mohammad tiregar",
3600,tt6209474,bulan terbelah di langit amerika 2,bulan terbelah di langit amerika 2,2016,08/12/2016,"adventure, drama",100,indonesia,"indonesian, english",rizal mantovani,"rangga almahendra, hanum salsabiela rais",max pictures,"abimana aryasatya, rianti cartwright, nino fernandez, astro liecharlie, acha septriasa","when hanum (acha septriasa) and rangga (abimana aryasatya) decided to return to vienna after finishing their work, hanum's boss gave them a new mission which only they could accomplish: to ...",4.3,146,idr 10000000000,,,,2,2,"abimana aryasatya, rianti cartwright, nino fernand","ez, astro liecharlie, acha septriasa",
3601,tt6210808,à mon âge je me cache encore pour fumer,à mon âge je me cache encore pour fumer,2016,26/04/2017,drama,90,"france, greece, algeria","arabic, french",rayhana obermeyer,rayhana obermeyer,k.g. productions,"hiam abbass, fadila belkebla, nadia kaci, nassima benchicou, sarah layssac, maymouna, lina soualem, faroudia amazit, fethi galleze, biyouna, marina argyropoulou, christos batzios, wafa boukli, eleni frantzi, aliki kalogirou","fatima, a strong-minded woman, is the lead masseuse of a hammam in algiers. this is 1995 and the situation is tense in the capital. the day ahead promises to be hectic for all, and for ...",7.1,467,,,$ 89784,,4,6,"hiam abbass, fadila belkebla, nadia kaci, nassima b","enchicou, sarah layssac, maymouna, lina soualem, faroudia amazit, fethi galleze, biyouna, marina argyropoulou, christos batzios, wafa boukli, eleni frantzi, aliki kalogirou",
