id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y,
0,tt4561318,webcam,webcam,2015,15/07/2015,"comedy, drama",110,iceland,icelandic,sigurður anton,sigurður anton,stofa 224,"anna hafþórsdóttir, telma huld jóhannesdóttir, júlí heiðar halldórsson, ævar már ágústsson, gunnar helgason, guðmundur snorri sigurðarson, bylgja babylons, melína kolka guðmundsdóttir, gunnar marís, steinunn halla mcqueen, andri freyr sigurpálsson, york underwood, rökkvi vésteinsson, andri ívarsson, magnús thoroddsen ívarsson","a college student begins working as a cam girl, with support from her best friend.",6.6,101,,,,,1,,"anna hafþórsdóttir, telma huld jóhannesdóttir, júl","í heiðar halldórsson, ævar már ágústsson, gunnar helgason, guðmundur snorri sigurðarson, bylgja babylons, melína kolka guðmundsdóttir, gunnar marís, steinunn halla mcqueen, andri freyr s","igurpálsson, york underwood, rökkvi vésteinsson, andri ívarsson, magnús thoroddsen ívarsson"
1,tt4563294,jesse james: lawman,jesse james: lawman,2015,28/05/2015,western,77,usa,english,brett kelly,janet hetherington,barnholtz entertainment,"kevin sorbo, peter fonda, andrew galligan, lawrence evenchick, lee cyr, jeff dylan graham, andre guantanamo, john n.e. hill, candice lidstone, pavel lubanski, john migliore, ian quick, mark singleton, john tomac, chad walls","when a small town is overrun by the gang of outlaws. the mayor finds that they are under the thumb of the gang's leader, villainous hoyt killian. the town's sheriff takes it upon himself to...",1.9,246,,,,,8,1,"kevin sorbo, peter fonda, andrew galligan, lawrence","evenchick, lee cyr, jeff dylan graham, andre guantanamo, john n.e. hill, candice lidstone, pavel lubanski, john migliore, ian quick, mark singleton, john tomac, chad walls",
2,tt4563702,seven days: friday - sunday,seven days: friday - sunday,2015,04/07/2015,"comedy, romance",82,japan,japanese,kenji yokoi,"benio tachibana, rihito takarai",,"tomoki hirose, yûki hiyori, rin ishikawa, itsuki sagara, yukihiro takiguchi, hinako tanaka, james takeshi yamada","the second part, the first part is seven days monday - thursday. the continuation of seryou and shinos date week, two high school students.",6.8,256,,,,,,,"tomoki hirose, yûki hiyori, rin ishikawa, itsuki sag","ara, yukihiro takiguchi, hinako tanaka, james takeshi yamada",
3,tt4563970,trevor noah: the nationwild comedy tour,trevor noah: the nationwild comedy tour,2015,27/03/2015,comedy,94,south africa,english,david paul meyer,"trevor noah, dusty rich",ark angel entertainment,"trevor noah, dusty rich, robby collins, dillan oliphant",what do you get when you take some of the funniest people in south africa and put them on the same stage? that's the question trevor noah answered with sa's first nationwild tour. featuring...,3.6,112,,,,,,,"trevor noah, dusty rich, robby collins, dillan olip",hant,
4,tt4566574,mega shark vs. kolossus,mega shark vs. kolossus,2015,16/07/2015,"action, adventure, comedy",89,usa,english,christopher ray,edward deruiter,lawson digital,"illeana douglas, amy rider, brody hutzler, adam dunnells, edward deruiter, tara price, ernest thomas, jeff hatch, tim abell, clare grant, alison haislip, milynn sarley, bryan hanna, rileah vanderbilt, patrick bauchau","in search of a new energy source, russia accidentally reawakens the kolossus - a giant robot doomsday device from the cold war. at the same time, a new mega shark appears, threatening global security.",2.7,1321,,,,,12,10,"illeana douglas, amy rider, brody hutzler, adam dun","nells, edward deruiter, tara price, ernest thomas, jeff hatch, tim abell, clare grant, alison haislip, milynn sarley, bryan hanna, rileah vanderbilt, patrick bauchau",
5,tt4566934,cosmic sex,cosmic sex,2015,15/02/2015,drama,97,india,bengali,amitabh chakraborty,"liaquat ali, amitabh chakraborty",four moons,"rii sen, ayushman mitra, biplab banerjee, papia ghoshal, riwk jaiswal, murari mukherjee","one night, kripa is on the run from sex and violence when he meets sadhavi, a woman who strangely resembles his dead mother. she gives him shelter and teaches him to travel inwards through sex.",4,561,,,,,3,,"rii sen, ayushman mitra, biplab banerjee, papia","ghoshal, riwk jaiswal, murari mukherjee",
6,tt4567486,the mind's eye,the mind's eye,2015,05/08/2016,"action, horror, sci-fi",87,usa,english,joe begos,joe begos,channel 83 films,"graham skipper, lauren ashley carter, john speredakos, larry fessenden, noah segan, matt mercer, michael a. locicero, jeremy gardner, patrick m. walsh, brian morvant, josh ethier, susan t. travers, chuck doherty, jesse dufault, angella lynsey ford","zack connors and rachel meadows were born with incredible psychokinetic capabilities. when word of their supernatural talents gets out, they find themselves the prisoners of michael slovak,...",4.5,1569,,,,55,20,61,"graham skipper, lauren ashley carter, john spereda","kos, larry fessenden, noah segan, matt mercer, michael a. locicero, jeremy gardner, patrick m. walsh, brian morvant, josh ethier, susan t. travers, chuck doherty, jesse dufault, angella lynsey ford",
7,tt4568268,orizont,orizont,2015,12/02/2016,"action, crime, drama",93,romania,romanian,"marian crisan, anca puiu","marian crisan, anca puiu",mandragora movies,"andrás hatházi, rodica lazar, maria seles, zsolt bogdán, valeriu andriuta, niko becker, emilian oprea, ioan paraschiv, ciprian nicula, dudescu silviu, enikõ györgyjakab, elena ivanca, vlad corb, elena purea, dan radulescu","trying to find their luck, husband and wife, lucian and andra start a new business by managing a guest-house hidden somewhere deep in the mountains.",6.1,202,eur 800000,,$ 9533,,,6,"andrás hatházi, rodica lazar, maria seles, zsolt bogdán",", valeriu andriuta, niko becker, emilian oprea, ioan paraschiv, ciprian nicula, dudescu silviu, enikõ györgyjakab, elena ivanca, vlad corb, elena purea, dan radulescu",
8,tt4568370,blind sun,blind sun,2015,20/04/2016,"horror, mystery",88,"france, greece","french, greek, english",joyce a. nashawati,"joyce a. nashawati, joyce a. nashawati",good lap production,"ziad bakri, mimi denissi, louis-do de lencquesaing, yannis stankoglou, laurène brun, gwendoline hamon, yiorgos gallos, theodoros kandiliotis, andreas marianos, sarah krebs, adrian dannatt, vangelis papatzanakis, giorgos siolas, james velaise","greece. sometime in the near future. a seaside resort struck by a heavy heat wave. water is rare and violence is mounting. ashraf, a solitary immigrant, is looking after a villa while its ...",5.5,287,,,,,8,24,"ziad bakri, mimi denissi, louis-do de lencquesaing,","yannis stankoglou, laurène brun, gwendoline hamon, yiorgos gallos, theodoros kandiliotis, andreas marianos, sarah krebs, adrian dannatt, vangelis papatzanakis, giorgos siolas, james velaise",
9,tt4569240,un monstruo de mil cabezas,un monstruo de mil cabezas,2015,30/03/2016,"drama, thriller",74,mexico,spanish,rodrigo plá,laura santullo,buenaventura,"jana raluy, sebastián aguirre, hugo albores, emilio echevarría, úrsula pruneda, daniel giménez cacho, noé hernández, harold torres, marisol centeno, veronica falcón, marco antonio aguirre, francisco barreiro, gabriel casanova, ilya cazes, ivan cortes","when her insurance company refuses to approve the care her husband needs to survive, sonia bonet (jan raluy) takes things into her own hands. up against an unyielding bureaucracy and ...",6.5,834,,$ 24852,$ 26865,71,5,33,"jana raluy, sebastián aguirre, hugo albores, emilio","echevarría, úrsula pruneda, daniel giménez cacho, noé hernández, harold torres, marisol centeno, veronica falcón, marco antonio aguirre, francisco barreiro, gabriel casanova, ilya cazes, ivan cortes",
10,tt4571838,ho ucciso napoleone,ho ucciso napoleone,2015,26/03/2015,comedy,90,italy,italian,giorgia farina,"giorgia farina, federica pontremoli",bibi film,"micaela ramazzotti, libero de rienzo, adriano giannini, iaia forte, thony, elena sofia ricci, monica nappo, bebo storti, pamela villoresi, tommaso ragno, erika blanc, selen, roberto zibetti, marco caldoro, simona caparrini","in the space of twenty-four hours the life of anita , single and brilliant manager in career , is blown away by a hurricane of troubles.",5.6,277,,,$ 573115,,,2,"micaela ramazzotti, libero de rienzo, adriano giannin","i, iaia forte, thony, elena sofia ricci, monica nappo, bebo storti, pamela villoresi, tommaso ragno, erika blanc, selen, roberto zibetti, marco caldoro, simona caparrini",
11,tt4572856,zan men jie hun ba,zan men jie hun ba,2015,02/04/2015,"comedy, romance",127,china,mandarin,jiang liu,"jiang liu, hongwei wang",perfect world pictures (beijing),"ivy yi-han chen, zuo da, ming dao, yuanyuan gao, wu jiang, bea hayden kuo, chen li, tao liu, monica siu-kei mok, rina sa, hong-gang tu, zijian wang, zhuang ying, duo zhang, ryan zheng","wenwen, the owner of a bridal boutique, longs to find mr. right and walk down the aisle in one of her beautiful wedding gowns. yi wen, a violinist, wavers over her engagement after meeting ...",5.6,146,,$ 462918,$ 45972724,,,1,"ivy yi-han chen, zuo da, ming dao, yuanyuan gao,","wu jiang, bea hayden kuo, chen li, tao liu, monica siu-kei mok, rina sa, hong-gang tu, zijian wang, zhuang ying, duo zhang, ryan zheng",
12,tt4572998,techo y comida,techo y comida,2015,04/12/2015,drama,93,spain,spanish,juan miguel del castillo,juan miguel del castillo,diversa audiovisual,"natalia de molina, jaime lópez, natalia roig, mariana cordero, montse torrent, manuel tallafé, gaspar campuzano, mercedes hoyos, maría duarte, sasha cocola, lorena garcía, josefa valera, beatriz garrido, javier padilla, carlos reyes",a single mother struggles to pay the rent and put food on the table for her 10 year old son.,6.7,765,eur 25000,,$ 98734,,3,10,"natalia de molina, jaime lópez, natalia roig, marian","a cordero, montse torrent, manuel tallafé, gaspar campuzano, mercedes hoyos, maría duarte, sasha cocola, lorena garcía, josefa valera, beatriz garrido, javier padilla, carlos reyes",
13,tt4574440,la mujer de los perros,la mujer de los perros,2015,24/01/2015,drama,98,argentina,spanish,"laura citarella, verónica llinás","laura citarella, verónica llinás",,"verónica llinás, juliana muras, germán de silva, juana zalazar","a woman walks through the field. surrounding her, the dogs run, and whirl, and roll, and spread all over the frame, undoing fiction like the legendary penelope's weaving. further, the world...",6.1,144,,,$ 4826,,1,6,"verónica llinás, juliana muras, germán de silva, ju",ana zalazar,
14,tt4574604,uchilka,uchilka,2015,26/11/2015,"drama, thriller",134,russia,russian,alexey a. petrukhin,"ekaterina asmus, alexey a. petrukhin",russian film group corporation,"irina kupchenko, anna churina, andrey merzlikin, roza khayrullina, alisa grebenshchikova, akmal ablaev, elizaveta boyko, anton chechevichkin, petr cherenkov, irina chipizhenko, darya dubnikova, olga egorova, vasilisa elpatevskaya, valentina elshanskaya, sergey frolov","a gunshot suddenly breaks the silence of the school hallways. a desperate history teacher holds her whole class hostage. but very soon the situation will change, and the teacher herself will become a hostage.",5.8,276,rur 23000000,,$ 229227,,,3,"irina kupchenko, anna churina, andrey merzlikin",", roza khayrullina, alisa grebenshchikova, akmal ablaev, elizaveta boyko, anton chechevichkin, petr cherenkov, irina chipizhenko, darya dubnikova, olga egorova, vasilisa elpatevskaya, valentina elsh","anskaya, sergey frolov"
15,tt4575100,american bad boy,american bad boy,2015,02/06/2015,drama,97,usa,english,obba babatundé,paul goldsby,,"katt williams, obba babatundé, ciarra carter, antoine cleveland, ciera payton, stevie mack, torrei hart, jason turner, johnny louis iii, billy 'sly' williams, brittany mayti, ronnie warner, natalie lymor, andrew adams, josiah black","samuel's dream of buying a recording studio, making a hit record, and becoming a famous hip-hop artist has hit a snag. the money he borrowed to make it all happen is long over due. with the...",3.7,105,,,,,1,,"katt williams, obba babatundé, ciarra carter, antoi","ne cleveland, ciera payton, stevie mack, torrei hart, jason turner, johnny louis iii, billy 'sly' williams, brittany mayti, ronnie warner, natalie lymor, andrew adams, josiah black",
16,tt4576560,soldato semplice,soldato semplice,2015,02/04/2015,"comedy, war",99,italy,italian,"paolo cevoli, alessio de leonardis",paolo cevoli,diverto,"paolo cevoli, antonio orefice, luca lionello, massimo de lorenzo, matteo cremon, nicola adobati, giuseppe salmetti, giuseppe spata, silvana bosi, massimo fanelli, toomas kaldaru, paola lavini, ernesto mahieux",the film is set in 1917 and tells the story of a primary school teacher who because of his libertine and anti-war behavior is forced by his principal to enlist in the great war in order to ...,5.3,118,,,$ 275747,,,,"paolo cevoli, antonio orefice, luca lionello, massimo","de lorenzo, matteo cremon, nicola adobati, giuseppe salmetti, giuseppe spata, silvana bosi, massimo fanelli, toomas kaldaru, paola lavini, ernesto mahieux",
17,tt4576612,comment c'est loin,comment c'est loin,2015,09/12/2015,"comedy, drama, music",90,france,french,"christophe offenstein, orelsan","orelsan, stéphanie murat",nolita cinema,"orelsan, gringe, seydou doucouré, claude urbiztondo llarch, abdoulaye doucouré, paul minthe, skread, sophie de fürst, chloé astor, redouanne harjane, isabelle alfred, alain dion, tobias nuytten-vialle, mathilde lamusse, marc brunet","after ten years of doing nothing, orel and gringe are in their mid 30s and they struggle to finish their first rap album. their texts are mostly sex jokes and booze stories and reflect the ...",7,1369,,,$ 1001196,,,6,"orelsan, gringe, seydou doucouré, claude urbiztondo","llarch, abdoulaye doucouré, paul minthe, skread, sophie de fürst, chloé astor, redouanne harjane, isabelle alfred, alain dion, tobias nuytten-vialle, mathilde lamusse, marc brunet",
18,tt4577388,kothanodi,kothanodi,2015,01/11/2015,fantasy,120,india,assamese,bhaskar hazarika,"bhaskar hazarika, arupa patangia-kalita",metanormal motion pictures,"seema biswas, adil hussain, zerifa wahid, urmila mahanta, kapil bora, asha bordoloi, pradhan dewri","four folk tales from assam re-imagined as a narrative about four mothers, each facing demons of her own.",7.5,115,,,,,1,7,"seema biswas, adil hussain, zerifa wahid, urmila m","ahanta, kapil bora, asha bordoloi, pradhan dewri",
19,tt4578084,reversion,reversion,2015,09/10/2015,"sci-fi, thriller",84,usa,english,jose nestor marquez,"jose nestor marquez, elissa matsueda",angel valley productions,"aja naomi king, colm feore, amanda plummer, lela rochon, jeanette samano, scott bailey, matthew bellows, kevin caliber, david clennon, gary dourdan, sachin joab, kate orsini",the daughter of a billionaire tech mogul questions her own memories about her mothers death after being kidnapped by a stranger.,5.1,112,,,,40,2,10,"aja naomi king, colm feore, amanda plummer, lela r","ochon, jeanette samano, scott bailey, matthew bellows, kevin caliber, david clennon, gary dourdan, sachin joab, kate orsini",
20,tt4580112,mannenharten 2,mannenharten 2,2015,17/12/2015,"comedy, romance",92,netherlands,dutch,mark de cloe,marnie blok,nl film,"katja herbers, barry atsma, maartje van de wetering, hadewych minis, jeroen spitzenberger, matteo van der grijn, jelka van houten, daan schuurmans, barbara sloesen, liliana de vries, bo maerten, zoë van weert, fabian jansen, mingus dagelet, edwin jonker","a lot has changed in the lives of our men, but in the sequel to mannenharten finding their true love turns out to be everything but a fairytale. so the search continues in full swing.",5.7,768,,,$ 3262993,,,5,"katja herbers, barry atsma, maartje van de wetering,","hadewych minis, jeroen spitzenberger, matteo van der grijn, jelka van houten, daan schuurmans, barbara sloesen, liliana de vries, bo maerten, zoë van weert, fabian jansen, mingus dagelet, ed",win jonker
21,tt4580280,figüran,figüran,2015,03/04/2015,comedy,120,turkey,turkish,tolga çetin,"sefa demir, suheyp tosun",bosphorus filmmakers,"serenay aktas, ceyhun fersoy, ferdi kurtuldu, erdal cindoruk, umut oguz, cem kiliç, yildirim öcek, mehtap bayri, veysel diker, dilber ay, selçuk findikçi, irfan kangi, miraç bayramoglu, murat göktepe, yakup konca","mutlu is trying to earn his life as a figurant. but clumsiness and clumsy attitudes always put him in trouble. nevertheless, one day he dreams of the unique script and the role he will play...",4.7,127,,,,,,,"serenay aktas, ceyhun fersoy, ferdi kurtuldu, erdal c","indoruk, umut oguz, cem kiliç, yildirim öcek, mehtap bayri, veysel diker, dilber ay, selçuk findikçi, irfan kangi, miraç bayramoglu, murat göktepe, yakup konca",
22,tt4580794,coffee ani barach kahi,coffee ani barach kahi,2015,03/04/2015,romance,100,india,marathi,prakash kunte,"aditi moghe, aditi moghe",everest entertainment,"prarthana behere, neha mahajan, bhushan pradhan, suyash tilak, sandesh kulkarni, ashwini ekbote, vidyadhar joshi, ila bhatey, avinash narkar, suhas joshi, dilip prabhavalkar, anuja sathe, anita date, bappa joshi, vaibhav tatwawaadi","what happens when two young people meet and start liking each other? somebody takes initiative, express the feelings and then if both feel the same, and they click. however, what happens ...",7.3,217,,,,,3,3,"prarthana behere, neha mahajan, bhushan prad","han, suyash tilak, sandesh kulkarni, ashwini ekbote, vidyadhar joshi, ila bhatey, avinash narkar, suhas joshi, dilip prabhavalkar, anuja sathe, anita date, bappa joshi, vaibhav tatwawaadi",
23,tt4581026,haram,haram,2015,20/02/2015,"drama, romance",73,india,malayalam,vinod sukumaran,,,"fahadh faasil, radhika apte, s.p. sreekumar, rajshri deshpande, sagarika, madhupal","balu realize that the helping hand that he offers to isha, a colleague in distress, ended up in marriage. the initial euphoria over, as the couple settles down to a comfortable life, disagreements start crawling in.",4.5,156,,,,,5,,"fahadh faasil, radhika apte, s.p. sreekumar, rajshri","deshpande, sagarika, madhupal",
24,tt4584814,alice: boy from wonderland,alice: boy from wonderland,2015,18/07/2015,"fantasy, horror, mystery",122,south korea,korean,eunhee huh,eunhee huh,,"jong-hyun hong, so-min jung, yeon-joo jung, go-eun lee, seung-yun lee, michelle li, kap-sook seo","hye(female, 27) has suffered from severe nightmares since she was a child. they actually happens in reality and finally endanger her life. according to a shaman's advice, she decides to ...",6,167,,,$ 42318,,,2,"jong-hyun hong, so-min jung, yeon-joo jung, go-","eun lee, seung-yun lee, michelle li, kap-sook seo",
25,tt4584862,bhaskar the rascal,bhaskar the rascal,2015,15/04/2015,"comedy, drama, family",160,india,"malayalam, tamil",siddique,siddique,anto joseph film company,"mammootty, nayanthara, sanoop santhosh, anikha surendran, jennifer antony, harisree asokan, kalabhavan shajohn, saju navodaya, janardanan, isha talwar, joemon joshy",siddique's 'bhaskar the rascal' narrates a story of the deep bonding between a father and his son. bhaskar (mammootty) is a business tycoon. after completing his studies from abroad he does...,5.3,785,,,,,6,1,"mammootty, nayanthara, sanoop santhosh, anikha","surendran, jennifer antony, harisree asokan, kalabhavan shajohn, saju navodaya, janardanan, isha talwar, joemon joshy",
26,tt4585660,klovn forever,klovn forever,2015,24/09/2015,"comedy, drama",99,denmark,"danish, english",mikkel nørgaard,"casper christensen, casper christensen",det danske filminstitut,"casper christensen, frank hvam, gemma karlsen, mia lyhne, simone colling, lars hjortshøj, carlos antonio, shondrella avery, tina bilsbo, michael carøe, nikolaj coster-waldau, ole dupont, vanéx favors, isla fisher, amber friendly","frank and casper's friendship is put to a test, when casper decides to leave denmark to pursue a solo career in los angeles. determined to win his best friend back frank chooses to follow casper ensuring an eventful trip.",6.3,3612,,$ 5700,$ 7585569,57,4,15,"casper christensen, frank hvam, gemma karlsen, mi","a lyhne, simone colling, lars hjortshøj, carlos antonio, shondrella avery, tina bilsbo, michael carøe, nikolaj coster-waldau, ole dupont, vanéx favors, isla fisher, amber friendly",
27,tt4586114,a night of horror volume 1,a night of horror volume 1,2015,01/11/2015,"horror, thriller",88,"australia, canada, usa",english,"bossi baker, nicholas colla","bossi baker, dan berghofer",deadhouse films,"bianca bradey, emily wheaton, david macrae, jessica gower, tegan higginbotham, john flaus, rosie keogh, darrin davies, jessica hinkson, peter higginson, bridget williams, nicholas colla, lucia emmerichs, nathan wentworth, daniel daperis",ten filmmakers. one night of horror.,4.1,375,,,,,4,4,"bianca bradey, emily wheaton, david macrae, jessica","gower, tegan higginbotham, john flaus, rosie keogh, darrin davies, jessica hinkson, peter higginson, bridget williams, nicholas colla, lucia emmerichs, nathan wentworth, daniel daperis",
28,tt4586136,tsunambee: the wrath cometh,tsunambee: the wrath cometh,2015,2015,"drama, horror",82,usa,english,"milko davis main director, thomas martwick",milko davis main director,,"stacy pederson, ruselis aumeen perry, shale le page, maria decoste, thea saccoliti, charlie aligaen, jeff pederson, jordan chesnut, aaron goodman, wondrae hart, jon kunsch, walter anaruk, jerell klaver, kim green, cherith steininger","after atmospheric catastrophes send los angeles into chaos, three groups of survivors who escaped the city must put aside their differences to face a series of apocalyptic events. as they ...",2.1,142,$ 780000,,,,3,20,"stacy pederson, ruselis aumeen perry, shale le page",", maria decoste, thea saccoliti, charlie aligaen, jeff pederson, jordan chesnut, aaron goodman, wondrae hart, jon kunsch, walter anaruk, jerell klaver, kim green, cherith steininger",
29,tt4588050,carrossel: o filme,carrossel: o filme,2015,23/07/2015,"comedy, family",83,brazil,portuguese,"alexandre boury, mauricio eça","márcio alemão, mirna nogueira",paris entretenimento,"larissa manoela, jean paulo campos, guilherme seta, maisa silva, nicholas torres, fernanda concon, matheus ueta, lucas santos, thomaz costa, stefany vaz, léo belmonte, gustavo daneluz, konstantino atanassopulos, esther marcos, ana victória zimmermann","on vacation, escola mundial's students travel to panapaná camp, belonging to alícia's grandfather. there they participate in a gymkhana organized by mr. campos, who does his best to make ...",5.4,230,,,$ 7802639,,1,,"larissa manoela, jean paulo campos, guilherme seta",", maisa silva, nicholas torres, fernanda concon, matheus ueta, lucas santos, thomaz costa, stefany vaz, léo belmonte, gustavo daneluz, konstantino atanassopulos, esther marcos, ana victória zimmer",mann
30,tt4589628,kunjiramayanam,kunjiramayanam,2015,28/08/2015,comedy,122,india,malayalam,basil joseph,"basil joseph, deepu pradeep",e4 entertainment,"vineeth sreenivasan, dhyan sreenivasan, aju varghese, neeraj madhav, deepak parambol, biju menon, srinda ashab, seema g. nair, appu n. bhattathiri, bijukuttan, shivaji guruvayoor, indrans, disney james, basil joseph, sasi kalinga","kunjiraman (vineeth) lives in a remote, old world village in kerala named desam, surrounded by greenery, myths and legends.",6.3,892,inr 20000000,,,,2,3,"vineeth sreenivasan, dhyan sreenivasan, aju varghe","se, neeraj madhav, deepak parambol, biju menon, srinda ashab, seema g. nair, appu n. bhattathiri, bijukuttan, shivaji guruvayoor, indrans, disney james, basil joseph, sasi kalinga",
31,tt4590482,karachi se lahore,karachi se lahore,2015,31/07/2015,"adventure, comedy, family",143,pakistan,urdu,wajahat rauf,"yasir hussain, wajahat rauf",showcase films,"shehzad sheikh, ayesha omar, yasir hussain, ahmed ali akbar, aashir wajahat, eshita syed, rasheed naz, javed sheikh, mantaha tareen maqsood, wajahat rauf, hashim butt, usman ali khan, fahad ahmad",a road trip from karachi to lahore where 5 friends discover themselves and the country amidst getting to their destination.,6.5,1223,$ 1000000,,,,15,6,"shehzad sheikh, ayesha omar, yasir hussain, ahmed","ali akbar, aashir wajahat, eshita syed, rasheed naz, javed sheikh, mantaha tareen maqsood, wajahat rauf, hashim butt, usman ali khan, fahad ahmad",
32,tt4591226,the last house,the last house,2015,2015,horror,91,usa,english,sean cain,wes laurie,velvet hammer films,"joanna angel, ezra buzzington, jack forcinito, ricardo gray, jason mewes, timothy muskatell, monique parent, tommy pistol, felissa rose, lauren walsh","after his girlfriend is kidnapped by a satanic trio of escaped mental patients, a young man must rescue her from a hollywood home before their sadistic plans can be realized.",2.5,104,$ 300000,,,,3,7,"joanna angel, ezra buzzington, jack forcinito, ricar","do gray, jason mewes, timothy muskatell, monique parent, tommy pistol, felissa rose, lauren walsh",
33,tt4591732,mihrez: cin padisahi,mihrez: cin padisahi,2015,17/04/2015,"horror, thriller",101,turkey,turkish,doga can anafarta,doga can anafarta,chantier films,"haldun boysan, nami esatgil, muge esmeray, gulsah gulebenzer, gizem ilhan, doga konakoglu, suna sancaktar, melisa toros, yigit uçar, leyla yungul, tarik ündüz","a young girl is hunted by a ferocious demon who is the son of the devil, as a result of her mother's black magic that was left under the girl's bed.",3.2,278,,,$ 460165,,,,"haldun boysan, nami esatgil, muge esmeray, gulsah","gulebenzer, gizem ilhan, doga konakoglu, suna sancaktar, melisa toros, yigit uçar, leyla yungul, tarik ündüz",
34,tt4593108,zvizdan,zvizdan,2015,24/03/2016,"drama, romance, war",123,"croatia, serbia, slovenia",croatian,dalibor matanic,dalibor matanic,kinorama,"tihana lazovic, goran markovic, nives ivankovic, dado cosic, stipe radoja, trpimir jurkic, mira banjac, slavko sobin, lukrecija tudor, tara rosandic, ksenija marinkovic","three different love stories, set in three consecutive decades, in two neighbouring balkan villages burdened with a long history of inter-ethnic hatred: this is a film about the dangers - and the enduring strength - of forbidden love.",7.1,3034,,,$ 631431,,6,52,"tihana lazovic, goran markovic, nives ivankovic, dado","cosic, stipe radoja, trpimir jurkic, mira banjac, slavko sobin, lukrecija tudor, tara rosandic, ksenija marinkovic",
35,tt4594834,chi-raq,chi-raq,2015,02/12/2016,"comedy, crime, drama",127,usa,english,spike lee,"kevin willmott, spike lee",40 acres & a mule filmworks,"nick cannon, teyonah parris, wesley snipes, angela bassett, samuel l. jackson, john cusack, jennifer hudson, david patrick kelly, d.b. sweeney, dave chappelle, steve harris, harry lennix, tony fitzpatrick, anya engel-adams, ebony joy","a modern day adaptation of the ancient greek play lysistrata by aristophanes, set against the backdrop of gang violence in chicago, illinois.",5.7,8316,,$ 2653032,$ 2719699,77,78,165,"nick cannon, teyonah parris, wesley snipes, angel","a bassett, samuel l. jackson, john cusack, jennifer hudson, david patrick kelly, d.b. sweeney, dave chappelle, steve harris, harry lennix, tony fitzpatrick, anya engel-adams, ebony joy",
36,tt4594906,los exiliados románticos,los exiliados románticos,2015,07/04/2016,drama,70,spain,"spanish, french, italian, english, german",jonás trueba,jonás trueba,"ilusos films, los","renata antonante, francesco carril, vahina giocante, miren iza, sigfrid monleón, luis e. parés, vito sanz, isabelle stoffel","vito, luis and francesco are three spanish friends around thirty who travel by van to paris for no apparent reason, just looking for a reunion with their respective ancient, idyllic and yet...",6.2,323,,,$ 50389,,,9,"renata antonante, francesco carril, vahina giocante,","miren iza, sigfrid monleón, luis e. parés, vito sanz, isabelle stoffel",
37,tt4594936,les amigues de l'àgata,les amigues de l'àgata,2015,26/04/2015,drama,70,spain,catalan,"laia alabart, alba cros","laia alabart, alba cros",universitat pompeu fabra,"elena martín, victòria serra, marta cañas, carla linares, david moragas, arnau comas, marta cruañas, marc cuscó hernández, adrià espí, eudald font, haizea galarreta, guillem galimany, sergi galí, albert garcia-alzórriz, marc guanyabens","carla, ari, mar and àgata are a group of catalan girls in their twenties who have been together since childhood. despite being in their first year of college, the four are still very close ...",5.9,154,,,$ 15803,,,9,"elena martín, victòria serra, marta cañas, carla linar","es, david moragas, arnau comas, marta cruañas, marc cuscó hernández, adrià espí, eudald font, haizea galarreta, guillem galimany, sergi galí, albert garcia-alzórriz, marc guanyabens",
38,tt4596248,corazón de león,corazón de león,2015,26/03/2015,comedy,105,"colombia, argentina",spanish,emiliano t. caballero,marcos carnevale,11:11 films,"manolo cardona, majida issa, marlon moreno, maría nela sinisterra","after she loses her mobile phone, a lawyer receives a call from the person who found it. they talk and hit it off very quickly. but she's in shock when she sees that he's very short.",6.5,184,,,,,2,1,"manolo cardona, majida issa, marlon moreno, maría n",ela sinisterra,
39,tt4596408,nae sim-jang-eool sswa-la,nae sim-jang-eool sswa-la,2015,28/01/2015,drama,101,south korea,korean,je-yong mun,"jung-mi choi, je-yong mun",jupiter film,"hyo-seob eom, hye-rin han, jeong-tae kim, ki-cheon kim, min-ki lee, doo-sik park, young-chang song, jin-gu yeo, oh-seong yu","based on the best-selling novel of the same name, this dramedy follows two psychiatric patients- one schizophrenic, the other sane and committed against his will - who forge a bond of friendship and hatch a plan to escape.",7,268,,,$ 2510949,,1,2,"hyo-seob eom, hye-rin han, jeong-tae kim, ki-cheon","kim, min-ki lee, doo-sik park, young-chang song, jin-gu yeo, oh-seong yu",
40,tt4596784,aswar al-qamar,aswar al-qamar,2015,24/01/2015,"action, drama, mystery",101,egypt,arabic,"tarek alarian, ossama abu el atta","tamer habib, mohamed hefzy",batrous production,"salwa mohamed ali, hany el sabagh, mohamed elareef, hamdy nada, amr sad, mohamed shahin, maria una, asser yassin, mona zaki",a woman wakes up to find herself blind and her memory lost.,5.8,232,,,,,2,,"salwa mohamed ali, hany el sabagh, mohamed elaree","f, hamdy nada, amr sad, mohamed shahin, maria una, asser yassin, mona zaki",
