id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y
0,tt0091653,nothing in common,nothing in common,1986,30/07/1986,"comedy, drama, romance",118,usa,english,garry marshall,"rick podell, michael preminger",delphi films,"tom hanks, jackie gleason, eva marie saint, hector elizondo, barry corbin, bess armstrong, sela ward, cindy harrell, john kapelos, carol messing, bill applebaum, mona lyden, anthony starke, julio alonso, jane morris",a highly successful advertising executive decides to put his job on hold after getting an update from his father that he and his wife are divorced and decides to extend his break after revealing that his father is a diabetic.,5.9,6044,,$ 32324557,$ 32324557,62,39,15,"tom hanks, jackie gleason, eva marie saint, hector el","izondo, barry corbin, bess armstrong, sela ward, cindy harrell, john kapelos, carol messing, bill applebaum, mona lyden, anthony starke, julio alonso, jane morris"
1,tt0091655,nui ji za pai jun,nui ji za pai jun,1986,25/07/1986,"comedy, action",100,hong kong,"cantonese, mandarin",wellson chin,"guk-fong chung, edward tang",golden way films ltd.,"carina lau, billy lau, kara wai, mars, clarence yiu-leung fok, stanley sui-fan fung, siu-tin lai, ricky hui, fruit chan, anthony carpio, dennis chan, jackie chan, paul chang chung, paul che, wellson chin","sing is an ex-con who's supposed to dig up the buried loot of his three still-jailed buddies, but when he gets to it, he finds that the treasure chest is full of rocks. the other three are convinced that sing stole the goods for himself.",5.9,221,,,,,4,2,"carina lau, billy lau, kara wai, mars, clarence yiu-","leung fok, stanley sui-fan fung, siu-tin lai, ricky hui, fruit chan, anthony carpio, dennis chan, jackie chan, paul chang chung, paul che, wellson chin"
2,tt0091656,nuit d'ivresse,nuit d'ivresse,1986,24/09/1986,comedy,87,france,french,bernard nauer,"josiane balasko, thierry lhermitte",cinq productions,"josiane balasko, thierry lhermitte, gérard martin, jean-claude dauphin, jean-michel dupuis, jerome walke, guy laporte, théo légitimus, didier pain, viviane elbaz, mahmoud zemmouri, el kebir, quardia hamtouche, gérard jugnot, victoria abril","jacques belin, presenter of a silly tv show, gets drunk after receiving an award and misses the train bringing his tv-soap-star fiancée. he meets up with frède, just out of prison after a ...",5.8,492,,,,,1,,"josiane balasko, thierry lhermitte, gérard martin, je","an-claude dauphin, jean-michel dupuis, jerome walke, guy laporte, théo légitimus, didier pain, viviane elbaz, mahmoud zemmouri, el kebir, quardia hamtouche, gérard jugnot, victoria abril"
3,tt0091658,nutcracker,nutcracker,1986,26/11/1986,"family, fantasy, music",89,usa,english,carroll ballard,"kent stowell, maurice sendak",hyperion pictures,"hugh duncan bigney mitchell, vanessa sharp, patricia barker, wade walthall, maia rosal, carey homme, russell burnett, jacob rice, martha boyle, laura schwenk, benjamin houk, beatrice bassett, ann renhard, dianne brace, christian cederlund","the colorful holiday classic is finally brought to the big screen, designed by famed children's story author and artist maurice sendak, and written for the first time to be as close as ...",7.1,804,,$ 781727,$ 781727,,22,10,"hugh duncan bigney mitchell, vanessa sharp, pa","tricia barker, wade walthall, maia rosal, carey homme, russell burnett, jacob rice, martha boyle, laura schwenk, benjamin houk, beatrice bassett, ann renhard, dianne brace, christian cederlund"
4,tt0091668,off beat,off beat,1986,11/04/1986,"comedy, crime, romance",92,usa,english,michael dinner,"dezsö magyar, mark medoff",silver screen partners ii,"judge reinhold, meg tilly, cleavant derricks, joe mantegna, jacques d'amboise, amy wright, john turturro, james tolkan, julie bovasso, anthony zerbe, fred gwynne, harvey keitel, victor argo, austin pendleton, penn jillette","joe gower's job is skating through library shelves, fetching books. a police officer and friend of his is chosen to participate in a charity dance performance. gower agrees to take his ...",5,813,,$ 4842778,$ 4842778,,6,4,"judge reinhold, meg tilly, cleavant derricks, joe man","tegna, jacques d'amboise, amy wright, john turturro, james tolkan, julie bovasso, anthony zerbe, fred gwynne, harvey keitel, victor argo, austin pendleton, penn jillette"
5,tt0091670,sacrifice,offret,1986,09/05/1986,drama,149,"sweden, france, uk","swedish, french, english",andrei tarkovsky,andrei tarkovsky,svenska filminstitutet (sfi),"erland josephson, susan fleetwood, allan edwall, guðrún gísladóttir, sven wollter, valérie mairesse, filippa franzén, tommy kjellqvist, per källman, tommy nordahl, tintin anderzon, helena brodin, birgit carlstén, jane friedmann, miles jonn-dalton","at the dawn of world war iii, a man searches for a way to restore peace to the world and finds he must give something in return.",8.1,20960,,$ 81963,$ 167292,,74,85,"erland josephson, susan fleetwood, allan edwall, gu","ðrún gísladóttir, sven wollter, valérie mairesse, filippa franzén, tommy kjellqvist, per källman, tommy nordahl, tintin anderzon, helena brodin, birgit carlstén, jane friedmann, miles jonn-dalton"
6,tt0091676,on valentine's day,on valentine's day,1986,11/04/1986,drama,106,usa,english,ken harrison,"horton foote, horton foote",guadalupe,"hallie foote, michael higgins, richard jenkins, william converse-roberts, jeanne mccarthy, steven hill, irma p. hall, rochelle oliver, matthew broderick, carol goodheart, horton foote jr., oskar kelly, bill mcghee, tim green, peyton e. park",on valentine's day is the central film in horton foote's semi-autobiographical trilogy that also includes courtship and 1918. it is a nearly verbatim retelling of his stage play and the sets and costumes.,5.9,137,,,,,2,,"hallie foote, michael higgins, richard jenkins, wil","liam converse-roberts, jeanne mccarthy, steven hill, irma p. hall, rochelle oliver, matthew broderick, carol goodheart, horton foote jr., oskar kelly, bill mcghee, tim green, peyton e. park"
7,tt0091677,on the edge,on the edge,1986,02/05/1986,"drama, sport",95,"usa, canada",english,rob nilsson,"roy kissin, rob nilsson",alliance communications corporation,"bruce dern, pam grier, bill bailey, jim haynie, john marley, marty liquori, luigi alfano, tom nettles, jean shelton, marcie stack, walt stack, john tidwell, frank triest","in one final attempt to achieve victory, an aging professional runner is training vigorously for a very tough marathon race.",7.1,190,,$ 440438,,,6,4,"bruce dern, pam grier, bill bailey, jim haynie, jo","hn marley, marty liquori, luigi alfano, tom nettles, jean shelton, marcie stack, walt stack, john tidwell, frank triest"
8,tt0091680,one crazy summer,one crazy summer,1986,08/08/1986,"comedy, romance",93,usa,english,savage steve holland,savage steve holland,a&m films,"john cusack, linda warren, joel murray, grenville cuyler, bobcat goldthwait, kristen goelz, tom villard, curtis armstrong, sky, laura waterbury, jennifer yahoodik, rachel c. telegen, demi moore, john matuszak, paul m. lane",an aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,6.5,13082,,$ 13431806,$ 13431806,47,63,24,"john cusack, linda warren, joel murray, grenville c","uyler, bobcat goldthwait, kristen goelz, tom villard, curtis armstrong, sky, laura waterbury, jennifer yahoodik, rachel c. telegen, demi moore, john matuszak, paul m. lane"
9,tt0091681,one more saturday night,one more saturday night,1986,22/08/1986,comedy,95,usa,english,dennis klein,"tom davis, al franken",aar films,"tom davis, al franken, moira sinise, frank howard, bess meyer, david reynolds, chelcie ross, eric saiet, jessica schwartz, dianne b. shaw, nina siemaszko, jonathan singer, meshach taylor, nan woods, wynton harris",the problems faced by both teenagers and adults in a small minnesota town who are trying to get dates for a saturday night.,6,227,,$ 32279,,,7,2,"tom davis, al franken, moira sinise, frank howard, b","ess meyer, david reynolds, chelcie ross, eric saiet, jessica schwartz, dianne b. shaw, nina siemaszko, jonathan singer, meshach taylor, nan woods, wynton harris"
10,tt0091682,one night only,one night only,1986,06/01/1986,comedy,87,canada,english,timothy bond,p.y. haines,rsl entertainment corp.,"kathy bain, ken james, taborah johnson, jérôme tiberghien, martin neufeld, wendy lands, hrant alianak, chantale perron, judy foster, mark walker, jeff braunstein, helene udy, geoffrey mackay, lenore zann","a group of female friends get together with some hired ""ladies of the evening"", and make some quick cash for throwing a raunchy party for the local hockey team.",4.8,123,,,,,7,3,"kathy bain, ken james, taborah johnson, jérôme ti","berghien, martin neufeld, wendy lands, hrant alianak, chantale perron, judy foster, mark walker, jeff braunstein, helene udy, geoffrey mackay, lenore zann"
11,tt0091685,op hoop van zegen,op hoop van zegen,1986,07/08/1986,"drama, romance",93,netherlands,dutch,guido pieters,"herman heijermans, karin loomans",sigma film productions,"kitty courbois, danny de munk, renée soutendijk, huub stapel, rijk de gooyer, willeke van ammelrooy, tamar van den dop, lex goudsmit, albert mol, ramses shaffy, dorijn curvers, leen jongewaard, ellen veger, luc lutz, vaassen",young barend is worried about the safety of the sailing vessel he is on. the owner is an unscrupulous and stingy man who skimps on repairs and barend becomes aware of this. inevitably there...,6.2,386,$ 2500000,,,,3,2,"kitty courbois, danny de munk, renée soutendijk, h","uub stapel, rijk de gooyer, willeke van ammelrooy, tamar van den dop, lex goudsmit, albert mol, ramses shaffy, dorijn curvers, leen jongewaard, ellen veger, luc lutz, vaassen"
12,tt0091686,ópera do malandro,ópera do malandro,1986,1985,"comedy, musical",105,"brazil, france",portuguese,ruy guerra,"chico buarque, ruy guerra",austra,"edson celulari, claudia ohana, elba ramalho, fábio sabag, j.c. violla, wilson grey, maria sílvia, cláudia jimenez, andreia dantas, ilva niño, zenaide pereira, djenane machado, katia bronstein, lutero luiz, bernard seygnoux","in 1941, brazilian government was aligned with nazi movement, in spite of being against the popular desire. in lapa (rio de janeiro), the rascal, pimp and smuggler max overseas explores the...",6.6,327,,,,,6,1,"edson celulari, claudia ohana, elba ramalho, fábio","sabag, j.c. violla, wilson grey, maria sílvia, cláudia jimenez, andreia dantas, ilva niño, zenaide pereira, djenane machado, katia bronstein, lutero luiz, bernard seygnoux"
13,tt0091688,opposing force,opposing force,1986,01/08/1986,"action, drama, thriller",100,usa,english,eric karson,linda j. cowgill,eros international film productions,"tom skerritt, lisa eichhorn, anthony zerbe, richard roundtree, robert wightman, john considine, george cheung, paul joynt, jay louden, ken wright, dan hamilton, warren mclean, john melcher, scott sanders, willie williams","the commander of an air force camp simulates prisoner-of-war conditions for realistic training goes too far, creating all too real torture situations. he preys on the only woman in the experiment.",5.2,658,,,,,16,8,"tom skerritt, lisa eichhorn, anthony zerbe, richard","roundtree, robert wightman, john considine, george cheung, paul joynt, jay louden, ken wright, dan hamilton, warren mclean, john melcher, scott sanders, willie williams"
14,tt0091696,ormens väg på hälleberget,ormens väg på hälleberget,1986,25/12/1986,drama,111,sweden,swedish,bo widerberg,"torgny lindgren, bo widerberg",crescendo film,"stina ekblad, stellan skarsgård, reine brynolfsson, pernilla august, tomas von brömssen, pernilla wahlgren, ernst günther, birgitta ulfsson, johan widerberg, melinda kinnaman, åsa karlin, michael kallaanvaara, calle carlswärd, amelia glas-drake, gun fors","a salesman and his son sexually abuse the generations of women of a poor family as payment for debt. janni must see his mother, sister, niece and wife all being exploited, and the family grow bigger with the abuser's kids.",6.2,332,,,,,3,2,"stina ekblad, stellan skarsgård, reine brynolfsson, p","ernilla august, tomas von brömssen, pernilla wahlgren, ernst günther, birgitta ulfsson, johan widerberg, melinda kinnaman, åsa karlin, michael kallaanvaara, calle carlswärd, amelia glas-drake, gun fors"
15,tt0091697,osobisty pamietnik grzesznika przez niego samego spisany,osobisty pamietnik grzesznika przez niego samego spisany,1986,20/10/1986,drama,114,poland,polish,wojciech has,"james hogg, michal komar",zespol filmowy "rondo","piotr bajor, maciej kozlowski, janusz michalowski, hanna stankówna, ewa wisniewska, franciszek pieczka, anna dymna, katarzyna figura, jan jankowski, jan pawel kruk, andrzej krukowski, zdzislaw kuzniar, zofia merle, jerzy zygmunt nowak, elwira romanczuk","a recently resurrected corpse recounts his life story, focusing on his strange relationship with a murderous alter-ego.",7,108,,,,,1,2,"piotr bajor, maciej kozlowski, janusz michalowski,","hanna stankówna, ewa wisniewska, franciszek pieczka, anna dymna, katarzyna figura, jan jankowski, jan pawel kruk, andrzej krukowski, zdzislaw kuzniar, zofia merle, jerzy zygmunt nowak, elwira romanczuk"
