id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,,lead_actors,y
559,tt1556214,saek-jeuk-shi-gong-ssi-zeun-too,saek-jeuk-shi-gong-ssi-zeun-too,2007,12/12/2007,"comedy, drama, romance",115,south korea,korean,tae-yun yoon,jk youn,doosaboo films,"chang jung lim, ji-hyo song, seong-guk choi, yi shin, geon-woo bae, in-sook choi, ji-won ha, ji-yeong hong, denis kang, cheong kim, hyeong-il kim, jeong-hoon lee, jong-rae lee, sang-yoon lee, si-yeon lee","in his 10th year at college, eun-sik is part of a nearly ideal campus couple with swimming champ kyung-ah. while their three-year relationship is solid, eun-sik struggles to get to the next...",6.1,1112,,,$ 14617898,,2,4,,"chang jung lim, ji-hyo song, seong-guk choi, yi sh","in, geon-woo bae, in-sook choi, ji-won ha, ji-yeong hong, denis kang, cheong kim, hyeong-il kim, jeong-hoon lee, jong-rae lee, sang-yoon lee, si-yeon lee"
560,tt1556708,zeynep'in sekiz günü,zeynep'in sekiz günü,2007,30/11/2007,drama,123,turkey,turkish,cemal san,cemal san,avsar film,"fadik sevin atasoy, songül bayoglu, arzu tan bayraktutan, cengiz sezici, ahmet mümtaz taylan, mustafa üstündag","an isolated woman meets a stranger at a party and falls in love with him, but he suddenly disappears in the morning. while trying to find him, she gets worse.",5.3,359,,,$ 26423,,1,,,"fadik sevin atasoy, songül bayoglu, arzu tan bayrakt","utan, cengiz sezici, ahmet mümtaz taylan, mustafa üstündag"
561,tt1572916,adeul,adeul,2007,01/05/2007,drama,109,south korea,korean,jin jang,,,"seung-won cha, deok-hwan ryu, kim jee-young, sang-hun lee, na-eun go, han-wi lee, moon-su lee, woo seo, ha-kyun shin, jung yuen","lee gang-sik sits in jail with a life sentence because of murder. his good behavior the last 15 years earns him the opportunity to be released for one day & visit his family. but how will his son, whom he let down for 15 years, react?",6.9,164,,,$ 3084761,,1,5,,"seung-won cha, deok-hwan ryu, kim jee-young, san","g-hun lee, na-eun go, han-wi lee, moon-su lee, woo seo, ha-kyun shin, jung yuen"
562,tt1584021,el shabah,el shabah,2007,15/07/2007,"action, crime, mystery",132,egypt,arabic,amr arafa,,,"ahmed ezz, zeina, mahmood abdulmughni, salah abdullah, menna fadaly, bassem samra, youssef fawzi, ahmed seyam, mahmoud el-bezzawy, fify el sebaay",a guy wakes up in hotel with dead man's body and he can't remember anything. he then finds out that police looking for him.,6.4,620,egp 1000000,,$ 32657,,,,,"ahmed ezz, zeina, mahmood abdulmughni, salah ab","dullah, menna fadaly, bassem samra, youssef fawzi, ahmed seyam, mahmoud el-bezzawy, fify el sebaay"
563,tt1588865,dong-gab-nae-gi-gwawe-ha-gi-le-sseun-too,dong-gab-nae-gi-gwawe-ha-gi-le-sseun-too,2007,19/04/2007,"comedy, romance",125,south korea,korean,ho-jung kim,won choi,prime entertainment,"chung-ah lee, gi-woong park, yeong-ran jang, eun-woo jeong, ah-reum kim, joo-yeon lee, geon-wu oh, julian quintart, yeong-sam yun","junko, a japanese of korean ancestry, comes to korea and finds lodging at a guest house, .but the room that she is supposed to stay in belongs to the owner's son, jong-man. on her first ...",6.1,371,$ 2800000,,$ 3479481,,2,4,,"chung-ah lee, gi-woong park, yeong-ran jang, eun","-woo jeong, ah-reum kim, joo-yeon lee, geon-wu oh, julian quintart, yeong-sam yun"
564,tt1591613,stories usa,stories usa,2007,2008,"comedy, drama",90,usa,english,"david brooks, paul carafotes","david brooks, paul carafotes",phase 4 films,"steven r. mcqueen, joe mantegna, michael rispoli, louis gossett jr., laurie fortier, james gandolfini, billy st. john, john barillaro, marivel decker, ken hudson campbell, eric stonestreet, kathleen campbell, steve carell, ian gomez, emmy laybourne","ten individuals set out to find themselves in an alienating world, filled with heartbreak, deception and tragedy.",2.7,505,,,,,9,,,"steven r. mcqueen, joe mantegna, michael rispoli,","louis gossett jr., laurie fortier, james gandolfini, billy st. john, john barillaro, marivel decker, ken hudson campbell, eric stonestreet, kathleen campbell, steve carell, ian gomez, emmy laybourne"
565,tt1601454,jeonseol-ui gohyang,jeonseol-ui gohyang,2007,23/05/2007,"drama, history, horror",95,south korea,korean,kim ji-hwan,"kim ji-hwan, an min-jeong",studio box,"shin-hye park, hee jae, geum-seok yang, myung-shin park, jin-woo yang","(korean with english subtitles) so-yeon awakens from a 10 year coma, with no memory of the tragic drowning of her sister. as ominous events and deaths accumulate, so-yeon begins to discover...",5.6,199,,,$ 2514682,,2,5,,"shin-hye park, hee jae, geum-seok yang, myung-sh","in park, jin-woo yang"
566,tt1629741,tomb raider ascension,tomb raider ascension,2007,13/11/2007,"action, adventure, fantasy",60,usa,english,stephen reynolds,stephen reynolds,,"anna tyrie, philip goldacre, peter wear, hugh hemmings, jamie duncombe, ava hunt, gabriella higginbottom, ben goodridge, robert madeley, adrian rollinson, oliver brooks, wayne russell, lee kemberey, nat higginbottom, gregory aston","tomb raider franchise, taking the story back to the beginning of lara croft's journey and showing her rise to become ""tomb raider"". a sacred artifact created by the ancient mayan ...",4.5,155,,,,,3,,,"anna tyrie, philip goldacre, peter wear, hugh hem","mings, jamie duncombe, ava hunt, gabriella higginbottom, ben goodridge, robert madeley, adrian rollinson, oliver brooks, wayne russell, lee kemberey, nat higginbottom, gregory aston"
567,tt1646203,du eolgurui yeochin,du eolgurui yeochin,2007,12/09/2007,"comedy, drama, romance",117,south korea,korean,seok-hoon lee,in-ho hwang,fineworks,"tae-gyu bong, sa hee, ryeowon jung","naive and awkward gu-chang is on his seventh year of college, constantly failing job interviews and living off of an allowance from his divorced sister. the almost 30-year-old virgin has ...",6.6,502,,,$ 5175448,,3,3,,"tae-gyu bong, sa hee, ryeowon jung",
568,tt1649294,choi-gang lo-maen-seu,choi-gang lo-maen-seu,2007,25/01/2007,"comedy, romance",109,south korea,korean,jeong-woo kim,"hee-seon dong, yoon-jeong hong",the dream & pictures,"dong-wook lee, hyeon-yeong, jeong-heon lee, soo-kyeong jeon, jae-jin jeong, jae-man kim, seong-min kim, seok-tae ju, myeong-jin lee, min-kyo kim, hyo-eun hwang, in-gi jeong, deok-seong ha, hyeong-seok jeong, hyeon jyeong",young cop with debilitating phobia meets a hyperactive young journalist who complicates his life and career by always managing to do the wrong thing.,5.9,213,,,$ 7228471,,1,4,,"dong-wook lee, hyeon-yeong, jeong-heon lee, soo-kyeo","ng jeon, jae-jin jeong, jae-man kim, seong-min kim, seok-tae ju, myeong-jin lee, min-kyo kim, hyo-eun hwang, in-gi jeong, deok-seong ha, hyeong-seok jeong, hyeon jyeong"
569,tt1662506,geuk-rak-do sal-in-sa-geon,geuk-rak-do sal-in-sa-geon,2007,12/04/2007,"mystery, thriller",112,south korea,korean,han-min kim,han-min kim,mk pictures,"hae-il park, sol-mi park, ji-ru sung, ju-bong choi, in-mun kim, won-sang park, nae-sang ahn, hae-jung yoo, kil-soo park, byeong-chun kim, man-sik jeong, dae-hyeon lee, jung-sae oh, ju-ryoung kim, bon-jin ku","off the southern coast of the korean peninsula, an island of 17 inhabitants exists. the so-called paradise island holds up to its name with its breath-taking mountains and sea coupled with ...",5.7,260,$ 3900000,,$ 14249906,,3,8,,"hae-il park, sol-mi park, ji-ru sung, ju-bong cho","i, in-mun kim, won-sang park, nae-sang ahn, hae-jung yoo, kil-soo park, byeong-chun kim, man-sik jeong, dae-hyeon lee, jung-sae oh, ju-ryoung kim, bon-jin ku"
570,tt1665748,killing twice: a deadhunter chronicle,killing twice: a deadhunter chronicle,2007,11/10/2007,horror,83,spain,spanish,julián lara,"jesús gallardo, julián lara",evil night productions,"julián lara, josé manuel gómez, jesús gallardo, dan liaño, ibai sánchez, carmen corchs, pepe da rosa jr., paco guerra, elena gutierrez, haze, david lobo, pablo muñoz, maría piña, rodrigo ponce de león, aïda santos-allely",the deadhunters must fight versus a monster possessed by the spirit of a biblical demon who is killing people in a high school. there's no choice but to spend one night inside the building trying to hunt and kill this diabolical creature.,1.9,111,eur 100000,,,,4,,,"julián lara, josé manuel gómez, jesús gallardo, dan","liaño, ibai sánchez, carmen corchs, pepe da rosa jr., paco guerra, elena gutierrez, haze, david lobo, pablo muñoz, maría piña, rodrigo ponce de león, aïda santos-allely"
571,tt1677719,reketir,reketir,2007,08/11/2007,"action, crime, drama",80,kazakhstan,"russian, kazakh",akan satayev,timur zhaksylykov,sataifilm,"aidar mukhametzhanov, saken aminov, tolepbergen baisakalov, zhan baizhanbayev, murat bisembin, ntalya dolmatova, sayat isembayev, bolat kalymbetov, murat nurasilov, alma rulas, asel sagatova, azat seymetov, mintai utepbergenov, vladimir vdovichenkov, bopesh zhandayev","story of a man named sayan, that had to live through harsh 1990's and make tough decisions.",7.1,463,$ 800000,,,,,1,,"aidar mukhametzhanov, saken aminov, tolepbergen","baisakalov, zhan baizhanbayev, murat bisembin, ntalya dolmatova, sayat isembayev, bolat kalymbetov, murat nurasilov, alma rulas, asel sagatova, azat seymetov, mintai utepbergenov, vladimir vdovichenkov, bopesh zhandayev"
572,tt1682375,troe i snezhinka,troe i snezhinka,2007,08/11/2007,comedy,83,russia,russian,"pavel bardin, mher mkrtchyan",mher mkrtchyan,cinepro,"ingeborg ansing, mikhail efremov, irina efremova, mikhail felman, sergey fetisov, aleksey gorbunov, irina kupchenko, anton makarskiy, rimma markova, michael poghosian, yuliya savicheva, irina slutskaya, emiliya spivak, daniil spivakovskiy, ivan stebunov",,5.5,100,,,$ 2155999,,,,,"ingeborg ansing, mikhail efremov, irina efremova, m","ikhail felman, sergey fetisov, aleksey gorbunov, irina kupchenko, anton makarskiy, rimma markova, michael poghosian, yuliya savicheva, irina slutskaya, emiliya spivak, daniil spivakovskiy, ivan stebunov"
573,tt1696176,derzkie dni,derzkie dni,2007,05/04/2007,"comedy, crime",84,russia,russian,ruslan baltzer,ruslan baltzer,cinemafour,"andrey dementev, artem grigoryev, yuriy kutsenko, lera novikova, viktor sukhorukov, matvey zubalevich",,2.9,142,,,$ 3455323,,,1,,"andrey dementev, artem grigoryev, yuriy kutsenko, ler","a novikova, viktor sukhorukov, matvey zubalevich"
574,tt1735198,kuka,kuka,2007,29/11/2007,drama,104,russia,russian,yaroslav chevazhevskiy,"yaroslav chevazhevskiy, denis zamriy",staralis film company,"anastasiya dobrynina, dina korzun, dmitriy dyuzhev, aleksandr polovtsev, pavel derevyanko, yuri kolokolnikov, irina kupchenko, yury belyayev, marina golub, andrey ilin, viktor bunakov, vladimir novikov, igor savochkin, oleg valkman, ekaterina yudina",a woman and a young girl in different cities are struggling to find their way in this world. will their paths intersect and will that change their destinies?,7.1,300,$ 531000,,$ 531026,,,,,"anastasiya dobrynina, dina korzun, dmitriy dyuzhev",", aleksandr polovtsev, pavel derevyanko, yuri kolokolnikov, irina kupchenko, yury belyayev, marina golub, andrey ilin, viktor bunakov, vladimir novikov, igor savochkin, oleg valkman, ekaterina yudina"
575,tt1810522,aalwar,aalwar,2007,12/01/2007,action,152,india,"tamil, hindi",chella,chella,sree rajakaliamman medias,"ajith kumar, asin, vivek, aachi manorama, geetha, keerthi chawla, lal, aditya srivastava, vincent ashokan, sathyan, joy badlani",a vigilante seeks revenge on the people who killed his loved ones.,3.1,742,inr 300000,,$ 34035,,1,,,"ajith kumar, asin, vivek, aachi manorama, geetha, k","eerthi chawla, lal, aditya srivastava, vincent ashokan, sathyan, joy badlani"
576,tt1821446,haebuhak-gyosil,haebuhak-gyosil,2007,11/07/2007,horror,111,south korea,korean,derek son tae-woong,soon-wook jeon,egg films,"yoon-seo chae, ji-min han, min-ki jo, won-ju moon, tae-kyung oh, joo-wan on, soy",strange things start happening after a group of med students dissect a cadaver.,5.7,153,,,$ 3878451,,1,6,,"yoon-seo chae, ji-min han, min-ki jo, won-ju moo","n, tae-kyung oh, joo-wan on, soy"
577,tt1856748,tasvie hesab,tasvie hesab,2007,2015,"comedy, crime, drama",90,iran,persian,tahmineh milani,tahmineh milani,,"mahnaz afshar, ladan mostofi, elsa firouz azar, akbar abdi, siavosh tahmoures, reza attaran, hamed behdad, mohamad reza sharifinia, gholam-hossein lotfi, mehdi faghih, ahmad mehranfar, shohreh lorestani, elnaz firuz azar, bahare afshari, hosein azarbara","ziba and three of her prison cohorts, recently released from a tehran prison, settle in an out of town doctor's house posing as house sitters and embark on a get rich quick scheme.",3.9,471,,,,,,,,"mahnaz afshar, ladan mostofi, elsa firouz azar, akba","r abdi, siavosh tahmoures, reza attaran, hamed behdad, mohamad reza sharifinia, gholam-hossein lotfi, mehdi faghih, ahmad mehranfar, shohreh lorestani, elnaz firuz azar, bahare afshari, hosein azarbara"
578,tt1881010,milana,milana,2007,17/09/2007,romance,155,india,kannada,prakash,,,"puneeth rajkumar, parvathy thiruvothu, pooja gandhi, nagathihalli chandrashekar, mukhyamantri chandru, sihi kahi chandru, rangayana raghu, dileep raj, sanchita shetty, shobharaj, sumithra","hero is in love with a girl who is forced to marry a police officer. hero is later forced by his parents to marry a girl liked by them. here starts the trouble again, even she wants a ...",7.8,498,inr 100000000,,,,1,,,"puneeth rajkumar, parvathy thiruvothu, pooja ga","ndhi, nagathihalli chandrashekar, mukhyamantri chandru, sihi kahi chandru, rangayana raghu, dileep raj, sanchita shetty, shobharaj, sumithra"
579,tt1921012,mari to koinu no monogatari,mari to koinu no monogatari,2007,08/12/2007,drama,124,japan,japanese,ryûichi inomata,"yuki kiyomoto, ako takahashi",amuse soft entertainment,"yoshikazu ebisu, eiichirô funakoshi, ryohei hirota, yukijirô hotaru, mao kobayashi, akiko matsumoto, hiroki miyake, kenjirô nashimoto, takehiko ono, mao sasaki, masanobu takashima, yu tokui, kazue tsunogae, ken utsui",a tale of mari and three puppies is based on a true story. it tells about the situation mari and her puppies have gone through after a massive destruction brought by an earthquake that ...,7.1,228,,,$ 30183621,,3,,,"yoshikazu ebisu, eiichirô funakoshi, ryohei hirota",", yukijirô hotaru, mao kobayashi, akiko matsumoto, hiroki miyake, kenjirô nashimoto, takehiko ono, mao sasaki, masanobu takashima, yu tokui, kazue tsunogae, ken utsui"
580,tt1964988,parkway,parkway,2007,23/05/2007,"drama, horror, romance",93,iran,persian,fereydoun jeyrani,fereydoun jeyrani,badi' studio,"bita farahi, mohamad reza sharifinia, ra'na azadivar, nima shahrokh shahi, niousha zeighami, maedeh tahmasebi, jamshid shah mohammadi, amir reza pasha, raheleh mirzai, ali asghar tabasi, anahita ne'mati, mehdi ahmadi","parkway is not just a bridge in tehran,it's also a bridge for koohyar to get to raha.a bridge that koobyar thinks by passing it in the opposite way he will get to love.",3.5,334,,,,,,2,,"bita farahi, mohamad reza sharifinia, ra'na azadivar",", nima shahrokh shahi, niousha zeighami, maedeh tahmasebi, jamshid shah mohammadi, amir reza pasha, raheleh mirzai, ali asghar tabasi, anahita ne'mati, mehdi ahmadi"
581,tt1996322,midnight heat,midnight heat,2007,11/07/2011,"crime, drama, thriller",98,usa,english,brad jones,brad jones,new horizons productions,"jake norvell, bianca queen, brad jones, nick foster, buford stowers, sarah gobble, kim west, tori zimmerli, dona foster, alex shryock, david gobble, damon killiman, brie, jerrid foiles, deaver wallace","a story of cops, hookers, killers, and pimps; all centered around one sleazy night in the late 1980s. a cocaine addicted homicide detective is brought out of suspension in order to trail a ...",6.7,140,$ 10000,,,,3,1,,"jake norvell, bianca queen, brad jones, nick foster,","buford stowers, sarah gobble, kim west, tori zimmerli, dona foster, alex shryock, david gobble, damon killiman, brie, jerrid foiles, deaver wallace"
582,tt1999910,kireedam,kireedam,2007,20/07/2007,"action, drama",156,india,tamil,"a.l. vijay, a.l. vijay","a.k. lohithadas, na. muthukumar",adlabs films,"ajith kumar, trisha krishnan, raj kiran, vivek, ajay, santhanam, saranya ponvannan, k.p.a.c. lalitha, cochin hanifa, ravi prakash, m.s. bhaskar, manobala, sathyan, bala singh, meena kumari","shakthi, a police constable's son, is aspiring to be a cop himself. he crosses paths with a local.",6.6,1421,,,,,,,,"ajith kumar, trisha krishnan, raj kiran, vivek, ajay",", santhanam, saranya ponvannan, k.p.a.c. lalitha, cochin hanifa, ravi prakash, m.s. bhaskar, manobala, sathyan, bala singh, meena kumari"
583,tt2032505,naan avanillai,naan avanillai,2007,2007,"crime, drama, thriller",149,india,tamil,selva,"k. balachander, selva",,"'university' jeevan, sneha, namitha, malavikka, jyothirmayi, keerthi chawla, laxmi, raj kapoor, livingston, mayilsamy, mohan ram, o.a.k. sunder, tejasree, anoop aravindan, hema chaudhari","a man is arrested and appears in court for conning and betraying four women, posing as four different men.",5.6,111,inr 10000000,,$ 41836,,,,,"university' jeevan, sneha, namitha, malavikka, jyot","hirmayi, keerthi chawla, laxmi, raj kapoor, livingston, mayilsamy, mohan ram, o.a.k. sunder, tejasree, anoop aravindan, hema chaudhari"
584,tt2048726,daruchini dwip,daruchini dwip,2007,31/08/2007,"comedy, drama, romance",128,bangladesh,bengali,tauquir ahmed,"humayun ahmed, humayun ahmed",lux,"riaz, zakia bari momo, mosharraf karim, mamnun hasan emon, afsana ara bindu, rumana malik munmun, asaduzzaman noor, fazlur rahman babu, abul hayat, afroza banu, abdullah al mamun, dolly johur, rahmat ali, shirin alam, challenger",story of some university friend's personal life and their ultimate goal to go on a study tour to a coral beach named 'saint martin'.,7.8,2235,,,,,1,,,"riaz, zakia bari momo, mosharraf karim, mamnun h","asan emon, afsana ara bindu, rumana malik munmun, asaduzzaman noor, fazlur rahman babu, abul hayat, afroza banu, abdullah al mamun, dolly johur, rahmat ali, shirin alam, challenger"
585,tt2069719,attack on the pin-up boys,attack on the pin-up boys,2007,26/07/2007,comedy,81,south korea,korean,kwon lee,,,"ki-bum kim, dong-hae lee, hee-chul kim, young-woon kim, si won choi, ryeo-wook kim, dong-hee shin, hyuk-jae lee, sung-min lee, geng han, jong-woon kim, leeteuk, henry lau, yuri kwon","after the unusual attack (tossing of a bag of feces) on a school 'flower boy' (heartthrob or pretty boy), sungmin, on february 14, the same attacks begin to happen at different high schools...",5.6,249,krw 8500000000,,$ 631034,,1,1,,"ki-bum kim, dong-hae lee, hee-chul kim, young-w","oon kim, si won choi, ryeo-wook kim, dong-hee shin, hyuk-jae lee, sung-min lee, geng han, jong-woon kim, leeteuk, henry lau, yuri kwon"
586,tt2170285,arasu,arasu,2007,06/06/2007,drama,152,india,kannada,mahesh babu,,vajreshwari combines,"puneeth rajkumar, meera jasmine, ramya, aditya, komal kumar, srinivasa murthy, satyajith, adi lokesh, shriya saran, darshan thoogudeep","shivaraj falls in love with his manager's daughter, shruthi. however, she refuses his proposal and challenges him to first earn rs 5000 without using any influence.",7.2,309,inr 50000000,,,,1,,,"puneeth rajkumar, meera jasmine, ramya, aditya, ko","mal kumar, srinivasa murthy, satyajith, adi lokesh, shriya saran, darshan thoogudeep"
587,tt2192924,beautiful sunday,byutipul seondei,2007,29/03/2007,thriller,117,south korea,korean,kwang-kyo jin,kwang-kyo jin,,"min ji-hye, dong-hwa kim, gi-yeong lee, min namkoong, yong-woo park",a rapist and a corrupt cop share a surprising connection.,5.7,103,$ 3500000,,$ 1203727,,2,2,,"min ji-hye, dong-hwa kim, gi-yeong lee, min namk","oong, yong-woo park"
588,tt2244947,keda reda,keda reda,2007,01/08/2007,"comedy, drama, mystery",113,egypt,arabic,ahmed nader galal,ahmed fahmy,,"ahmed helmy, menna shalabi, khaled el-sawi, lotfy labib, youssef dawood, saeed tarabek, sayed sadek, nadia al-iraqia, ezzat badran, breanna watkins","triplets prince - bebo - semsem (ahmed helmy) are taking advantage of similarities between them and outwitted the people, till meet a psychiatrist crook suleiman al-halabi.",7.4,2679,,,$ 952629,,1,,,"ahmed helmy, menna shalabi, khaled el-sawi, lotfy","labib, youssef dawood, saeed tarabek, sayed sadek, nadia al-iraqia, ezzat badran, breanna watkins"
589,tt2317744,backkom-eui mug-jan yeo-haeng,backkom-eui mug-jan yeo-haeng,2007,22/03/2007,"animation, adventure, comedy",76,south korea,"english, korean","lim ah-ron, aaron lim",aaron lim,brb internacional s.a.,,"sam is a shy boy who is afraid of almost everything, from those strange shadows in his room at night to the small dog in his neighborhood. everything just seems too scary for him! however, ...",3.9,121,$ 5900000,,$ 618400,,2,2,,,
590,tt2349554,the butcher,the butcher,2007,2007,horror,75,south korea,korean,kim jin-won,kim jin-won,devil groove pictures,"you dong-hun, sung-il kim",the making of a snuff film from both the perspectives the killers and of the victims.,4.5,221,,,,,3,8,,"you dong-hun, sung-il kim",
591,tt2355791,polladhavan,polladhavan,2007,08/11/2007,action,150,india,tamil,vetrimaaran,vetrimaaran,group company,"dhanush, ramya, kishore kumar g., karunas, santhanam, murali, bhanupriya, anju, daniel balaji, sendrayan, pavan, brinda parekh","a contemporary action drama that revolves around a young man's love affair with his bike, and the trials and travails is forced to undergo when it is lost.",7.6,1294,,,inr 230000000,,2,1,,"dhanush, ramya, kishore kumar g., karunas, santh","anam, murali, bhanupriya, anju, daniel balaji, sendrayan, pavan, brinda parekh"
592,tt2363523,zir-e derakht-e holou,zir-e derakht-e holou,2007,08/03/2007,"comedy, drama",90,iran,persian,iraj tahmasb,"hamid jebeli, iraj tahmasb",sahra films production,"iraj tahmasb, hamid jebeli, fatemah motamed-aria, shohreh lorestani, reza arabi, abtin barghi, anita chaparian, mozhgan danesh yusefi, ayda doost-dar, hossein doost-dar, fereydoon eskandari, pouria ghasemi, mahtab ghiasi, pour-andokht mahiman, fardak mir-kiani",in arefpour's family there is a tradition and that is: everybody before dying sees in a dream that he will die. the head of the family sees in a dream that he will die soon so he tells his ...,5.7,519,,,,,,,,"iraj tahmasb, hamid jebeli, fatemah motamed-aria,","shohreh lorestani, reza arabi, abtin barghi, anita chaparian, mozhgan danesh yusefi, ayda doost-dar, hossein doost-dar, fereydoon eskandari, pouria ghasemi, mahtab ghiasi, pour-andokht mahiman, fardak mir-kiani"
593,tt2418328,tofigh-e ejbari,tofigh-e ejbari,2007,07/11/2007,comedy,91,iran,persian,mohammad hossein latifi,peyman abbasi,seyed kamal tabatabae,"mohammad reza golzar, reza attaran, baran kosari, niousha zeighami, lida abbasi, bahareh rahnama, majid yaser, mohammad tiregar, ahmad pourmokhber","tofigh-e ejbari is a day-in-the-life of a superstar, reza, and all the pluses and minuses that such degree of fame brings with it in terms of dealing with friends, family, fans and general public.",4.7,607,,,,,,,,"mohammad reza golzar, reza attaran, baran kosari, ni","ousha zeighami, lida abbasi, bahareh rahnama, majid yaser, mohammad tiregar, ahmad pourmokhber"
594,tt2605454,kharej ala el kanoun,kharej ala el kanoun,2007,11/11/2007,"crime, drama",113,egypt,arabic,ahmed nader galal,belal fadl,,"karim abdel aziz, magdy edris, hany el sabagh, hassan hosny, maya nasry",a guy whose father was an assisstant to a drug dealer who killed him . so when the guy when he grow up he worked with the same dealer . at the end he killed the dealer for his father .,6.2,930,egp 18000000,,$ 366456,,,,,"karim abdel aziz, magdy edris, hany el sabagh, hassa","n hosny, maya nasry"
595,tt2605480,wahed men el nas,wahed men el nas,2007,17/06/2007,drama,109,egypt,arabic,ahmed nader galal,belal fadl,arabia cinema production & distribution,"karim abdel aziz, ezzat abu auf, mahmood el-gindi, menna shalabi","mahmoud (karim abdel aziz), is a poor but a hard working parking attendant who lives a happy and calm life with his father and wife mona (menna shalaby) who is pregnant in their first baby ...",7.1,2590,,,$ 1583491,,1,,,"karim abdel aziz, ezzat abu auf, mahmood el-gindi,",menna shalabi
596,tt3169652,aa dinagalu,aa dinagalu,2007,19/10/2007,"crime, drama, romance",136,india,kannada,k.m. chaitanya,"girish karnad, agni shridhar",megha movies,"chethan kumar, archana, sharath lohitashwa, ashish vidyarthi, atul kulkarni, girish karnad, vinaya prakash, samyuktha hornadu, amaan, dinesh mangaluru, vishwadeepak, satya, asif farooki, dharma, achyuth kumar","based on the non-fictional novel ""dadagiri dinagalu"", an affluent youth is dragged into the 1980s bangalore underworld to save his love from his conspiring father.",7.9,228,,,,,,1,,"chethan kumar, archana, sharath lohitashwa, ash","ish vidyarthi, atul kulkarni, girish karnad, vinaya prakash, samyuktha hornadu, amaan, dinesh mangaluru, vishwadeepak, satya, asif farooki, dharma, achyuth kumar"
597,tt3227034,duniya,duniya,2007,23/02/2007,drama,140,india,kannada,soori,soori,,"duniya vijay, rashmi, rangayana raghu, kishore kumar g., vasudha barighate, mico nagaraj, balu nagendra, sai sunil, yogesh","a poor manual labourer, shivu, hopelessly tries to arrange money to carry out a funeral for his mother and rescues a girl from thugs along the way.",7.1,195,inr 20000000,,,,1,,,"duniya vijay, rashmi, rangayana raghu, kishore kum","ar g., vasudha barighate, mico nagaraj, balu nagendra, sai sunil, yogesh"
598,tt3334996,hena maysara,hena maysara,2007,10/06/2007,"action, crime, drama",127,egypt,arabic,khaled youssef,khaled youssef,,"amr sad, somaya el khashab, amr abdulgalil, hala fakher, wafaa amer, mahmoud kabil, ghadah abdulrazeq, mohamed karim, khaled saleh, ahmed saeed abdel-ghany",the movie discuss the people of random areas in egypt and the unjust from the government toward these people,5.9,416,,,$ 156421,,,,,"amr sad, somaya el khashab, amr abdulgalil, hala fa","kher, wafaa amer, mahmoud kabil, ghadah abdulrazeq, mohamed karim, khaled saleh, ahmed saeed abdel-ghany"
599,tt3667064,doctor omar's gang,doctor omar's gang,2007,10/10/2007,comedy,98,egypt,arabic,ali idris,,,"mustafa qamar, yasmin abdulaziz, edward, lotfy labib, khaled sarhan, mohamed sharaf, magdy shokry","a psychiatrist returns from abroad to apply new theories in therapy, where meet a rich girl worked as a translator but diagnosed with theft disease, and go to dr. omar then they fall in a love story.",4.6,177,,,$ 173636,,1,,,"mustafa qamar, yasmin abdulaziz, edward, lotfy labi","b, khaled sarhan, mohamed sharaf, magdy shokry"
600,tt3982254,mad_e in bangladesh,mad_e in bangladesh,2007,01/01/2007,"comedy, drama",106,bangladesh,bengali,mostofa sarwar farooki,"mostofa sarwar farooki, anisul haque",impress telefilm,"zahid hasan, shahiduzzaman selim, tariq anam khan, masud ali khan, nader chowdhury, hasan masood, amirul haque chowdhury, tania ahmed, jayanto chattopadhyay, saleh ahmed, fazlur rahman babu, marjuk russel, kachi khandakar, ferdousi ara lina, ahsanul haq minu","an apparently passive young man, khorshed (",8,1420,,,,,2,1,,"zahid hasan, shahiduzzaman selim, tariq anam kha","n, masud ali khan, nader chowdhury, hasan masood, amirul haque chowdhury, tania ahmed, jayanto chattopadhyay, saleh ahmed, fazlur rahman babu, marjuk russel, kachi khandakar, ferdousi ara lina, ahsanul haq minu"
601,tt4102346,muni,muni,2007,09/03/2007,"comedy, horror",146,india,tamil,lawrence raghavendra,ramesh khanna,gemini productions,"lawrence raghavendra, vedika, raj kiran, vinu chakravarthy, kovai sarala, rahul dev, bianca desai, nassar, kavithan rajamohan, kadhal thandapani, vinuchakravarthy",a man gets possessed by a ghost to take revenge on its murderer,6.3,253,inr 90000000,,,,,,,"lawrence raghavendra, vedika, raj kiran, vinu chakra","varthy, kovai sarala, rahul dev, bianca desai, nassar, kavithan rajamohan, kadhal thandapani, vinuchakravarthy"
602,tt4136094,russkaya lolita,russkaya lolita,2007,2007,"drama, romance",93,russia,russian,armen oganezov,"vladimir nabokov, armen oganezov",eros movie,"valeria nemchenko, marina zasimova, vladimir sorokin, sasha durpfen, natalia belova, armen oganezov, diana sosnova, daniela torneva, alice vichkraft","the action of a controversial novel ''lolita'', of the famous russian writer vladimir nabokov, reset to present day russia. a mother and her daughter are running short of money and are ...",4.8,268,,,,,4,2,,"valeria nemchenko, marina zasimova, vladimir sorokin",", sasha durpfen, natalia belova, armen oganezov, diana sosnova, daniela torneva, alice vichkraft"
