id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y
0,tt0038172,thunderhead - son of flicka,thunderhead - son of flicka,1945,10/08/1945,"drama, family",78,usa,english,louis king,"mary o'hara, dwight cummins",twentieth century fox,"roddy mcdowall, preston foster, rita johnson, james bell, patti hale, carleton young, ralph sanford","a young boy tries to train thunderhead, a beautiful white colt and the son of his beloved flicka, to be a champion race horse.",6.5,276,,,,,7,4,"roddy mcdowall, preston foster, rita johnson, james","bell, patti hale, carleton young, ralph sanford"
1,tt0038178,tonight and every night,tonight and every night,1945,09/01/1945,"drama, musical",92,usa,english,victor saville,"lesser samuels, abem finkel",columbia pictures,"rita hayworth, lee bowman, janet blair, marc platt, leslie brooks, professor lamberti, dusty anderson, stephen crane, jim bannon, florence bates, ernest cossart, richard haydn, philip merivale, patrick o'moore",a photographer for life magazine comes to london to do a story on a local theater troupe which never missed a performance during world war ii. flashbacks also reveal the backstage love ...,6.4,696,,,,,20,11,"rita hayworth, lee bowman, janet blair, marc plat","t, leslie brooks, professor lamberti, dusty anderson, stephen crane, jim bannon, florence bates, ernest cossart, richard haydn, philip merivale, patrick o'moore"
2,tt0038182,tora no o wo fumu otokotachi,tora no o wo fumu otokotachi,1945,24/04/1952,"adventure, drama, thriller",59,japan,japanese,akira kurosawa,"nobumitsu kanze, akira kurosawa",toho company,"denjirô ôkôchi, susumu fujita, ken'ichi enomoto, masayuki mori, takashi shimura, akitake kôno, yoshio kosugi, hanshirô iwai, dekao yokoo, yasuo hisamatsu, sôji kiyokawa",a japanese general and his men disguise themselves as monks in order to pass an enemy border patrol.,6.7,3060,,,,,29,33,"denjirô ôkôchi, susumu fujita, ken'ichi enomoto,","masayuki mori, takashi shimura, akitake kôno, yoshio kosugi, hanshirô iwai, dekao yokoo, yasuo hisamatsu, sôji kiyokawa"
3,tt0038190,a tree grows in brooklyn,a tree grows in brooklyn,1945,01/03/1945,"drama, romance",129,usa,english,elia kazan,"tess slesinger, frank davis",twentieth century fox,"dorothy mcguire, joan blondell, james dunn, lloyd nolan, james gleason, ted donaldson, peggy ann garner, ruth nelson, john alexander, b.s. pully","encouraged by her idealistic if luckless father, a bright and imaginative young woman comes of age in a brooklyn tenement during the early 1900s.",8,6624,,,,,85,32,"dorothy mcguire, joan blondell, james dunn, lloyd","nolan, james gleason, ted donaldson, peggy ann garner, ruth nelson, john alexander, b.s. pully"
4,tt0038196,två människor,två människor,1945,23/03/1945,drama,78,sweden,swedish,carl theodor dreyer,"w.o. somin, herbert grevenius",svensk filmindustri (sf),"wanda rothgardt, georg rydeberg","set entirely in one room, an innocent young man is accused of plagiarizing the work of an old professor. later, he will be blamed for the professor's murder.",6.3,237,,,,,4,,"wanda rothgardt, georg rydeberg",
5,tt0038197,twice blessed,twice blessed,1945,31/05/1945,comedy,76,usa,english,harry beaumont,"ethel hill, ethel hill",metro-goldwyn-mayer (mgm),"preston foster, gail patrick, lee wilde, lyn wilde, richard gaines, jean porter, marshall thompson, jimmy lydon, gloria hope, ethel smith, douglas cowan, warren mills, joel friedkin, ralph brooke, ralph hoopes","stephanie and terry are two identical twins who have been split up since their parents divorced seven years before. each envies the life style of the other so they decide, without telling ...",6.1,147,,,,,7,4,"preston foster, gail patrick, lee wilde, lyn wilde, ri","chard gaines, jean porter, marshall thompson, jimmy lydon, gloria hope, ethel smith, douglas cowan, warren mills, joel friedkin, ralph brooke, ralph hoopes"
6,tt0038199,two o'clock courage,two o'clock courage,1945,15/02/1946,"crime, drama, film-noir",68,usa,english,anthony mann,"robert e. kent, gordon kahn",rko radio pictures,"tom conway, ann rutherford, richard lane, lester matthews, roland drew, emory parnell, jane greer, jean brooks","after nearly running over him with her cab, patty mitchell picks up a fare who claims to have amnesia. as he fumbles to remember the basic facts of his identity, patty becomes interested in...",6.5,738,,,,,14,9,"tom conway, ann rutherford, richard lane, lester m","atthews, roland drew, emory parnell, jane greer, jean brooks"
7,tt0038205,the unseen,the unseen,1945,01/08/1945,"drama, film-noir, mystery",80,usa,english,lewis allen,"ethel lina white, hagar wilde",paramount pictures,"joel mccrea, gail russell, herbert marshall, phyllis brooks, isobel elsom, norman lloyd, mikhail rasumny, elisabeth risdon, tom tully, nona griffith, richard lyon","a secretive widower hires a governess for his children, a willful boy and impressionable girl. strange occurrences and the governess's curiosity lead her to unlock the secrets of the mysterious and uninhabited brownstone next door.",6.1,293,,,,,14,5,"joel mccrea, gail russell, herbert marshall, phyllis","brooks, isobel elsom, norman lloyd, mikhail rasumny, elisabeth risdon, tom tully, nona griffith, richard lyon"
8,tt0038212,utah,utah,1945,21/03/1945,"comedy, musical, western",77,usa,english,john english,"john k. butler, jack townley",republic pictures (i),"roy rogers, trigger, george 'gabby' hayes, dale evans, peggy stewart, beverly lloyd, jill browning, vivien oakland, grant withers, hal taliaferro, jack rutherford, emmett vogan, bob nolan, sons of the pioneers","when ranch foreman roy learns the new ranch owner dorothy bryant and her friends are arriving, he directs them to gabby's rundown ranch. he figures they will be discouraged and return east....",5.9,123,,,,,8,2,"roy rogers, trigger, george 'gabby' hayes, dale evans, p","eggy stewart, beverly lloyd, jill browning, vivien oakland, grant withers, hal taliaferro, jack rutherford, emmett vogan, bob nolan, sons of the pioneers"
9,tt0038213,the valley of decision,the valley of decision,1945,07/06/1946,drama,119,usa,english,tay garnett,"john meehan, sonya levien",metro-goldwyn-mayer (mgm),"greer garson, gregory peck, donald crisp, lionel barrymore, preston foster, marsha hunt, gladys cooper, reginald owen, dan duryea, jessica tandy, barbara everest, marshall thompson, geraldine wall, evelyn dockson, john warburton","an irish maid falls for the son of her wealthy boss, though their disapproving fathers and a bitter strike at the steel mill complicates matters.",7.4,1641,$ 2160000,,,,34,8,"greer garson, gregory peck, donald crisp, lionel barry","more, preston foster, marsha hunt, gladys cooper, reginald owen, dan duryea, jessica tandy, barbara everest, marshall thompson, geraldine wall, evelyn dockson, john warburton"
